line_no,work_shift,worker_years,work_min,temp_c,humid_percent,gauge_a,gauge_b,gauge_c,is_defect
1호기,밤,10,21.5,27.7,66.7,110.16,207.66,52.07,0
3호기,밤,7,24.2,24.9,51.6,90.88,204.74,46.26,0
2호기,밤,4,35.0,31.7,43.0,93.12,190.74,57.27,0
2호기,낮,1,32.7,18.8,48.3,105.11,174.53,41.79,0
3호기,밤,12,21.2,25.3,41.5,99.68,192.85,54.28,0
1호기,밤,11,26.5,22.3,38.8,103.29,202.26,50.20,0
1호기,밤,16,,25.4,51.0,96.44,209.03,49.95,0
2호기,밤,10,17.6,22.4,34.7,108.10,190.71,49.40,0
2호기,밤,4,25.7,27.0,46.6,97.14,168.60,57.99,0
2호기,밤,3,30.0,24.4,62.2,100.46,177.26,52.79,0
1호기,밤,10,30.2,25.5,47.6,101.36,194.61,50.16,0
1호기,낮,2,20.0,21.8,35.3,103.40,145.61,56.77,0
2호기,밤,1,38.8,23.8,53.6,109.19,176.98,44.59,0
3호기,낮,9,27.4,24.7,54.5,97.63,188.59,44.55,0
1호기,밤,3,25.4,24.4,48.4,104.30,174.90,59.32,0
2호기,낮,15,29.4,23.5,40.5,94.73,214.70,51.88,0
2호기,낮,13,31.1,32.2,66.5,112.69,205.76,59.89,0
3호기,낮,0,29.4,28.3,52.7,102.76,162.97,55.70,0
3호기,낮,15,39.5,23.7,69.1,104.95,172.62,50.72,0
3호기,밤,5,29.4,25.8,26.1,109.58,217.42,43.65,0
1호기,낮,8,28.1,32.1,62.0,80.50,211.99,56.16,0
2호기,낮,1,26.0,24.9,69.1,108.24,193.14,58.81,0
1호기,낮,6,29.9,20.1,28.8,98.33,223.54,52.95,0
1호기,밤,9,38.4,24.6,51.4,118.60,192.95,52.84,0
2호기,밤,12,35.7,21.9,58.0,97.00,203.49,59.62,0
3호기,밤,12,31.4,27.5,58.3,95.14,220.63,54.24,0
3호기,밤,6,22.5,24.7,42.3,102.46,225.59,47.02,0
1호기,밤,16,30.4,26.1,59.6,88.91,225.01,56.14,0
3호기,낮,11,24.3,25.0,40.7,102.00,203.90,46.07,0
3호기,낮,16,34.3,18.0,44.4,100.94,183.78,43.52,0
1호기,밤,11,26.1,29.1,44.0,93.06,203.87,42.77,0
1호기,밤,7,35.1,22.8,50.3,103.33,199.48,45.50,0
2호기,밤,1,26.7,23.5,50.0,99.16,178.98,50.67,0
2호기,낮,13,29.3,21.6,63.1,101.17,226.10,47.06,0
3호기,낮,8,26.6,23.1,58.7,101.96,225.39,43.81,0
1호기,밤,13,,23.9,27.8,104.79,186.88,48.43,0
3호기,낮,1,38.3,22.9,66.1,83.69,184.09,54.95,0
2호기,밤,3,32.3,26.9,51.2,116.18,201.64,47.50,0
3호기,낮,10,27.9,22.9,55.4,86.39,197.04,46.58,0
1호기,밤,4,29.4,20.5,48.5,105.38,190.15,56.08,0
3호기,밤,8,27.5,21.0,49.7,101.05,162.82,53.68,0
3호기,밤,14,,27.0,59.0,99.85,164.92,47.36,0
2호기,밤,14,25.4,28.3,39.4,108.07,219.58,48.87,0
1호기,낮,1,25.5,25.9,53.7,93.78,165.62,43.79,0
3호기,낮,1,,32.2,40.8,99.78,230.34,52.55,0
1호기,낮,8,28.3,21.6,37.9,97.41,186.70,57.14,0
2호기,낮,1,34.4,24.2,30.6,94.97,161.77,36.60,0
3호기,낮,16,29.4,19.6,49.1,90.43,185.25,44.73,0
1호기,낮,11,,24.8,44.4,107.83,192.94,42.83,0
3호기,밤,0,27.7,21.6,36.9,99.15,177.55,49.66,0
3호기,낮,15,24.6,25.8,46.0,108.47,179.54,46.44,0
2호기,낮,10,29.9,30.5,43.3,105.68,187.55,42.91,0
1호기,밤,8,26.4,28.1,59.3,94.44,220.44,49.60,0
1호기,낮,5,19.9,25.4,54.8,82.09,197.63,59.75,0
2호기,밤,0,18.7,24.2,33.9,106.55,193.96,47.03,0
3호기,밤,3,22.8,31.4,48.7,103.21,214.77,47.51,0
3호기,밤,12,32.8,24.1,44.4,108.33,200.95,42.17,0
1호기,낮,8,29.6,27.1,69.0,97.29,162.04,55.25,0
1호기,낮,11,26.5,20.4,50.7,88.06,173.53,45.89,0
2호기,밤,15,34.4,27.2,59.1,93.78,204.35,47.68,0
2호기,낮,14,28.2,24.1,41.5,114.07,200.32,55.47,0
2호기,낮,16,22.2,26.3,28.5,88.28,201.60,49.34,0
2호기,낮,0,28.2,22.4,48.4,92.48,237.35,44.38,0
1호기,밤,5,27.5,17.1,54.2,123.23,209.57,54.91,0
2호기,밤,13,33.6,20.9,55.4,99.64,181.72,49.22,0
1호기,낮,2,28.8,24.2,27.7,105.24,240.77,43.45,0
1호기,밤,12,23.4,21.9,67.1,95.21,210.79,49.93,0
1호기,낮,16,28.3,27.9,60.7,98.86,199.53,50.63,0
1호기,밤,16,31.4,25.8,33.7,112.04,195.01,44.39,0
2호기,낮,10,38.4,25.3,40.2,102.38,178.82,53.82,0
3호기,밤,1,27.7,24.9,31.9,103.81,173.57,48.89,0
2호기,밤,2,34.5,25.5,56.2,88.59,194.28,47.75,0
1호기,낮,7,33.1,26.8,61.2,98.19,208.42,46.98,0
1호기,밤,0,26.4,28.0,41.2,99.17,194.83,55.43,0
3호기,밤,14,,23.4,45.2,104.19,195.42,50.22,0
1호기,밤,1,31.2,21.9,31.1,97.25,190.24,61.00,0
2호기,밤,6,32.7,27.5,50.1,89.17,216.10,53.09,0
3호기,낮,11,26.6,25.9,48.5,84.38,202.85,55.48,0
1호기,밤,12,31.8,23.8,29.8,114.09,226.98,52.89,0
1호기,밤,11,30.1,27.6,49.3,110.21,189.04,50.14,0
3호기,낮,14,30.4,24.9,62.0,109.51,184.27,52.73,0
1호기,밤,14,29.9,22.4,38.6,94.38,194.89,45.82,0
1호기,낮,15,33.6,26.2,49.7,96.15,195.28,51.32,0
2호기,낮,16,26.5,21.2,50.0,90.06,159.09,53.84,0
2호기,낮,12,23.8,29.2,52.4,96.82,216.24,47.38,0
1호기,낮,16,27.4,24.5,52.9,108.91,216.25,46.01,0
1호기,낮,3,27.0,25.4,67.9,93.24,223.11,57.25,0
3호기,밤,15,30.6,28.6,52.3,101.77,202.31,53.06,0
1호기,밤,2,32.4,26.0,46.3,113.51,217.23,52.98,0
1호기,밤,16,35.3,25.2,42.1,97.91,236.70,41.62,0
3호기,낮,2,29.0,23.8,44.2,98.39,182.66,55.21,0
3호기,밤,3,28.6,27.5,46.8,112.57,210.18,48.61,0
2호기,낮,5,24.8,19.7,42.8,105.47,195.28,49.56,0
1호기,밤,2,25.2,25.4,53.1,120.33,182.77,55.84,0
3호기,낮,8,31.1,23.7,62.2,82.26,209.64,51.14,0
1호기,밤,3,32.6,24.8,53.7,105.96,204.46,47.25,0
1호기,밤,3,25.9,23.5,53.2,108.74,205.61,51.57,0
1호기,밤,6,32.2,22.9,55.0,107.60,209.51,50.98,0
1호기,낮,4,29.5,27.0,43.1,112.51,216.80,50.58,0
3호기,밤,2,31.5,30.4,65.2,104.97,210.03,45.68,0
3호기,밤,8,29.0,27.9,44.6,87.20,228.55,48.03,0
1호기,낮,4,31.0,27.0,56.9,109.43,225.61,46.20,0
2호기,낮,0,24.7,23.6,46.6,105.61,183.59,46.03,0
1호기,낮,0,13.0,24.3,41.8,101.48,178.02,52.70,0
2호기,밤,1,31.6,30.9,44.1,96.19,177.62,53.43,0
1호기,낮,13,32.3,25.4,37.1,95.96,201.16,62.58,0
1호기,낮,2,,21.9,48.5,108.59,193.06,50.07,0
1호기,밤,10,33.0,25.8,57.5,105.89,181.06,49.91,0
2호기,밤,3,37.4,25.6,41.8,112.71,186.05,51.28,0
2호기,낮,0,29.5,24.0,65.3,99.03,169.24,55.79,0
2호기,밤,4,22.6,24.9,49.0,97.29,210.36,54.93,0
2호기,낮,,32.5,23.4,48.9,95.56,214.14,59.57,0
3호기,밤,0,33.0,25.5,49.2,98.11,218.14,43.85,0
3호기,밤,8,33.2,22.5,64.8,92.92,192.68,48.37,0
2호기,낮,11,23.3,30.3,53.4,100.53,182.04,55.66,0
1호기,밤,13,35.1,26.9,44.3,85.05,196.09,57.77,0
1호기,밤,12,25.2,29.9,47.8,97.03,192.09,58.97,0
3호기,낮,12,20.5,24.2,59.3,96.17,215.32,49.29,0
2호기,낮,10,33.3,30.1,60.6,108.30,218.17,56.05,0
2호기,밤,13,24.7,26.9,57.4,120.93,152.02,54.10,0
2호기,밤,1,23.5,22.8,44.6,98.74,175.78,58.34,0
1호기,밤,12,31.4,25.0,60.9,112.56,193.11,53.85,0
1호기,낮,8,31.8,23.7,47.2,97.53,179.77,47.66,0
1호기,낮,12,31.7,25.5,51.2,118.13,227.60,52.08,0
3호기,밤,3,24.4,24.4,43.3,89.16,212.93,55.13,0
3호기,밤,12,37.3,22.1,62.7,96.70,195.06,53.64,0
2호기,낮,0,31.6,24.1,49.9,92.75,223.40,47.66,0
1호기,낮,10,27.0,25.8,51.1,110.09,179.78,56.89,0
1호기,밤,6,38.2,23.7,44.0,89.65,213.17,49.07,0
2호기,낮,4,24.9,21.4,64.3,107.02,169.75,46.30,0
2호기,낮,12,33.2,32.1,59.2,122.68,207.26,50.28,0
1호기,밤,4,35.3,23.7,32.0,105.27,175.25,51.99,0
1호기,밤,3,30.4,24.8,44.2,102.72,223.57,54.35,0
2호기,낮,3,23.4,28.3,43.3,102.47,216.34,48.57,0
1호기,밤,13,26.6,21.1,35.3,93.38,220.71,50.08,0
1호기,낮,5,25.5,22.6,44.1,111.10,181.48,52.28,0
1호기,낮,,33.7,26.9,55.9,106.44,164.07,54.93,0
2호기,낮,6,30.2,26.6,55.1,94.10,183.03,58.31,0
2호기,밤,6,38.0,28.3,49.5,95.71,191.38,48.32,0
2호기,낮,6,31.0,22.3,26.1,83.62,173.94,47.48,0
1호기,밤,8,28.4,26.9,69.4,93.26,178.73,46.78,0
2호기,낮,11,30.7,21.2,55.3,101.03,173.12,48.74,0
1호기,밤,1,24.1,27.6,57.2,89.17,213.16,51.00,0
3호기,낮,3,29.3,29.2,61.8,105.79,190.78,49.38,0
1호기,낮,13,25.3,21.1,70.3,103.62,200.36,50.84,0
1호기,낮,10,27.6,25.2,44.7,100.16,172.61,46.56,0
1호기,낮,10,24.1,21.5,52.4,93.43,187.21,45.59,0
1호기,낮,12,30.0,23.1,59.3,97.31,194.68,61.42,0
2호기,낮,15,22.6,29.9,49.3,101.81,208.91,47.55,0
1호기,낮,6,17.8,21.0,52.5,83.51,220.65,52.46,0
2호기,밤,10,31.8,27.3,60.3,92.81,163.66,42.38,0
1호기,낮,16,,29.1,45.3,105.32,183.64,42.96,0
2호기,낮,10,36.3,20.7,55.2,80.06,211.86,58.08,0
1호기,밤,15,22.4,25.4,37.9,93.59,163.90,50.19,0
1호기,낮,12,28.5,26.9,50.1,100.01,211.04,50.00,0
3호기,밤,,33.1,25.3,40.9,97.20,203.71,52.34,0
1호기,낮,14,34.5,25.9,58.8,88.10,186.80,51.55,0
1호기,밤,,35.8,25.2,60.5,96.36,191.79,56.70,0
2호기,낮,16,28.4,24.8,70.9,98.15,194.52,47.46,0
1호기,낮,9,24.3,23.7,37.5,99.09,229.46,54.06,0
2호기,밤,4,31.3,21.4,55.7,107.13,210.75,45.69,0
2호기,낮,13,29.2,28.1,61.3,93.86,211.73,48.28,0
3호기,낮,12,24.3,25.4,37.4,81.72,197.44,46.95,0
1호기,밤,2,29.3,26.4,64.0,105.16,221.64,54.86,0
3호기,밤,15,37.6,25.0,36.4,100.02,211.41,51.33,0
2호기,밤,5,31.5,19.6,57.2,106.27,195.73,55.46,0
2호기,낮,4,28.2,24.6,42.3,96.33,223.70,43.58,0
1호기,밤,10,19.8,25.7,47.9,98.89,201.08,52.60,0
1호기,낮,5,30.3,25.3,55.4,85.90,211.21,51.29,0
2호기,낮,7,32.0,24.5,51.0,93.24,219.46,54.29,0
3호기,낮,11,27.4,30.9,43.2,112.88,210.26,49.66,0
2호기,밤,9,28.3,22.0,23.5,106.73,215.39,51.22,0
3호기,낮,6,29.6,26.0,52.2,128.16,202.94,45.55,0
2호기,밤,1,23.2,29.1,55.1,93.27,171.81,47.10,0
2호기,밤,,41.5,29.9,45.9,93.77,203.43,53.37,0
3호기,밤,3,26.1,18.4,47.3,95.48,235.20,49.94,0
1호기,낮,0,35.3,27.6,53.4,106.88,216.23,45.89,0
3호기,낮,16,35.4,24.4,36.2,99.34,195.57,54.82,0
2호기,밤,11,36.6,14.3,71.6,94.35,182.29,47.17,0
1호기,낮,13,,24.6,52.9,101.16,228.32,35.45,0
3호기,낮,4,33.4,23.9,45.4,88.51,213.28,47.87,0
2호기,밤,7,30.7,31.1,56.9,101.57,221.14,45.80,0
2호기,밤,8,34.4,25.6,54.3,84.88,189.81,41.70,0
2호기,밤,15,30.4,20.1,49.8,105.81,194.90,57.23,0
3호기,낮,7,19.9,27.6,47.3,96.18,214.42,52.76,0
2호기,낮,0,35.2,20.7,35.3,92.77,213.88,49.38,0
3호기,낮,6,27.7,24.8,47.0,112.06,216.00,49.98,0
2호기,낮,2,31.2,23.1,54.2,98.10,205.59,48.43,0
3호기,밤,13,32.2,27.3,37.2,98.24,165.84,38.75,0
2호기,밤,13,38.6,24.9,45.4,97.78,161.10,44.86,0
3호기,낮,3,28.6,20.0,53.3,97.59,204.81,49.76,0
1호기,낮,12,29.6,19.9,46.6,102.47,204.43,50.28,0
1호기,밤,1,38.5,28.6,52.7,94.87,209.39,54.45,0
3호기,낮,14,36.2,26.6,49.2,83.40,179.01,52.61,0
2호기,밤,2,32.8,26.7,55.8,89.94,243.60,46.07,0
3호기,밤,11,33.7,22.5,59.8,86.87,222.58,41.69,0
3호기,밤,7,28.0,21.7,39.6,123.60,223.61,48.10,0
3호기,낮,,29.4,25.9,37.2,77.81,199.13,58.43,0
1호기,밤,11,31.4,22.0,31.8,100.00,181.74,47.41,0
1호기,낮,8,24.5,27.2,47.5,113.00,177.70,50.68,0
2호기,낮,10,21.9,25.5,62.3,89.83,191.51,47.84,0
1호기,밤,14,25.5,31.8,55.3,104.38,197.48,44.64,0
1호기,밤,,25.7,31.5,57.3,102.84,209.47,58.80,1
2호기,낮,15,33.5,25.6,38.5,89.75,162.98,45.39,0
1호기,낮,11,26.7,25.0,46.9,114.59,189.76,52.67,0
3호기,밤,10,39.2,29.1,43.9,101.09,178.27,51.02,0
1호기,밤,1,32.5,21.9,27.5,100.64,216.70,49.67,0
2호기,밤,11,30.2,26.8,37.3,93.94,203.81,38.31,0
1호기,밤,,37.5,28.8,41.3,102.05,237.95,52.79,0
1호기,밤,4,25.7,24.2,43.2,94.13,192.05,42.69,0
1호기,낮,7,31.3,24.1,54.3,86.27,188.65,53.46,0
1호기,낮,14,30.4,28.6,43.1,74.40,207.23,48.92,0
1호기,낮,13,20.9,25.0,40.3,102.49,212.56,52.49,0
1호기,밤,5,17.1,26.4,53.8,97.07,182.37,53.14,0
2호기,낮,11,28.7,21.7,41.4,97.60,221.83,44.35,0
3호기,낮,5,23.3,26.8,60.2,98.44,184.83,47.95,0
1호기,낮,0,25.1,30.9,56.6,97.28,201.86,48.45,0
2호기,낮,10,29.9,26.1,47.9,117.15,191.07,49.53,0
2호기,낮,14,26.7,26.8,40.8,94.58,193.69,60.01,0
3호기,밤,16,40.9,27.2,34.4,113.44,157.41,49.40,0
3호기,밤,6,40.4,26.4,49.8,104.33,182.91,56.46,0
2호기,낮,5,27.9,29.6,32.8,102.94,237.38,45.58,0
2호기,낮,3,29.3,25.6,66.8,118.47,189.72,53.70,0
1호기,낮,12,23.6,23.6,40.4,98.36,201.86,51.71,0
2호기,밤,7,21.7,25.3,57.0,97.43,208.17,42.44,0
2호기,낮,3,33.9,20.4,50.6,95.05,216.52,45.39,0
2호기,밤,14,25.5,25.1,57.5,110.12,197.73,54.74,0
3호기,낮,12,26.1,25.2,39.9,99.53,227.92,54.58,0
1호기,낮,15,30.7,25.6,25.6,93.63,197.68,46.69,0
1호기,낮,2,22.9,25.6,45.4,79.96,186.40,49.57,0
2호기,밤,5,36.0,28.9,60.8,111.25,190.86,49.68,0
1호기,밤,0,29.9,29.7,57.2,108.35,206.44,54.64,0
2호기,밤,6,,27.1,55.4,100.42,171.61,45.60,0
3호기,낮,12,29.8,24.3,50.5,99.21,204.02,58.09,0
1호기,밤,11,22.6,21.6,25.6,101.17,176.30,46.10,0
1호기,밤,4,33.0,27.2,65.4,98.70,164.88,51.91,0
1호기,낮,7,39.1,23.3,49.2,95.41,212.01,56.36,0
2호기,밤,1,28.0,25.7,74.0,95.64,169.55,47.14,0
3호기,낮,12,29.7,22.4,35.3,101.09,175.85,60.28,0
1호기,낮,12,25.4,24.8,46.1,97.43,212.67,48.46,0
2호기,낮,12,29.1,24.4,45.5,79.53,156.73,47.21,0
2호기,낮,0,21.2,26.2,61.0,100.18,209.08,50.46,0
3호기,밤,4,24.3,29.0,45.6,106.01,192.70,42.09,0
2호기,밤,,45.4,24.2,41.9,113.19,190.68,48.52,0
1호기,밤,11,32.5,28.7,47.2,102.15,190.36,45.94,0
2호기,낮,6,23.4,28.3,31.5,83.44,239.45,46.65,0
2호기,낮,2,32.4,18.0,54.1,108.21,159.03,52.41,0
3호기,낮,1,30.0,24.3,60.0,101.21,177.60,42.90,0
1호기,밤,,25.4,26.7,29.4,99.49,214.30,54.57,0
1호기,밤,7,27.9,25.3,45.5,101.79,200.49,58.27,0
2호기,밤,14,30.6,28.5,37.0,99.87,191.11,38.15,0
2호기,밤,8,29.2,26.1,51.2,94.91,195.25,57.93,0
2호기,낮,11,22.9,28.1,63.2,117.89,176.90,46.23,0
1호기,밤,3,31.8,27.1,42.9,105.90,165.10,51.39,0
1호기,밤,12,34.6,20.3,66.8,105.32,211.83,55.44,0
3호기,밤,0,34.1,26.3,49.3,114.54,214.70,50.90,0
3호기,낮,12,29.7,26.5,47.2,83.16,192.90,41.52,0
1호기,낮,3,41.3,24.2,60.9,91.58,218.50,44.13,0
3호기,낮,3,37.1,26.3,52.3,106.77,196.60,40.74,0
2호기,낮,16,35.0,26.4,43.8,89.01,208.29,40.77,0
1호기,밤,6,25.3,30.7,46.3,73.33,176.26,41.17,0
3호기,낮,9,37.1,29.8,45.6,108.51,184.14,46.67,0
1호기,밤,9,31.6,24.8,50.7,95.00,215.23,52.07,0
1호기,밤,11,21.4,27.7,35.3,107.50,198.08,52.49,0
2호기,낮,12,29.6,24.6,63.7,100.53,222.30,64.31,0
1호기,밤,2,21.1,25.8,42.2,93.49,189.76,50.95,0
2호기,낮,1,,26.8,26.6,97.59,218.32,56.62,0
3호기,밤,9,35.4,17.6,62.6,79.88,174.51,53.19,0
2호기,밤,2,25.6,21.8,65.6,108.87,191.83,46.21,0
1호기,낮,13,24.1,26.3,39.9,101.78,179.41,56.35,0
1호기,낮,8,34.8,18.9,52.1,101.77,209.83,49.98,0
1호기,낮,7,34.2,28.3,44.3,85.02,196.75,55.62,0
1호기,낮,7,33.4,29.4,55.1,116.73,187.53,52.88,0
2호기,밤,8,25.6,29.6,49.0,107.61,183.19,49.42,1
2호기,밤,9,25.0,25.4,60.7,118.18,213.59,44.64,0
1호기,밤,0,28.4,24.6,36.1,107.82,224.78,55.12,0
1호기,밤,11,,21.4,58.1,108.01,211.60,46.84,0
3호기,밤,3,32.0,18.3,34.2,93.80,192.45,39.83,0
1호기,밤,3,21.4,23.5,47.9,101.53,184.13,40.11,0
1호기,밤,0,33.6,24.3,43.8,113.81,166.80,50.55,0
2호기,낮,16,26.0,24.8,47.1,87.13,170.08,46.29,0
2호기,낮,2,30.8,19.4,58.7,108.02,164.10,44.45,0
1호기,낮,5,36.9,22.6,34.6,113.05,188.97,38.19,0
3호기,낮,4,27.3,31.2,43.9,89.75,169.64,55.72,0
3호기,밤,9,25.3,25.7,49.6,91.52,208.87,51.84,0
2호기,낮,15,37.7,26.3,66.6,92.62,202.03,50.81,0
1호기,밤,5,31.4,22.2,44.4,123.09,202.09,54.02,0
2호기,밤,0,27.6,25.7,48.9,108.38,230.20,43.29,0
3호기,밤,11,33.9,25.4,64.1,97.34,225.29,47.14,0
3호기,낮,10,29.7,26.9,57.9,97.38,169.51,57.05,0
3호기,밤,2,32.4,21.6,34.8,115.10,192.44,48.08,0
2호기,밤,8,22.4,18.3,66.6,95.93,217.42,54.46,0
3호기,낮,1,34.3,26.4,50.0,102.17,196.72,50.17,0
1호기,밤,16,28.4,20.5,47.8,103.20,193.14,54.82,0
2호기,낮,8,22.5,21.0,22.2,105.27,181.72,61.81,0
3호기,밤,8,28.9,21.9,56.2,128.56,177.01,46.14,0
1호기,밤,16,33.1,29.4,42.0,95.25,173.60,56.49,0
1호기,낮,5,28.0,19.9,43.3,91.66,207.99,52.18,0
1호기,낮,14,28.7,24.9,67.1,101.42,206.36,51.15,0
3호기,낮,4,39.6,28.7,46.2,103.03,207.73,45.61,0
2호기,밤,0,35.5,22.7,51.3,120.63,212.93,42.28,0
3호기,낮,13,23.6,25.5,39.7,94.82,174.57,50.23,0
2호기,밤,2,30.5,26.4,57.9,108.13,183.99,44.98,0
2호기,낮,6,34.8,30.2,66.8,88.16,188.89,55.44,0
3호기,밤,3,34.7,27.1,54.2,89.47,181.70,58.62,0
1호기,낮,10,28.9,25.9,40.7,111.71,201.51,50.17,0
2호기,낮,11,,25.8,51.8,110.52,225.78,49.98,0
1호기,낮,11,30.3,29.3,57.7,101.06,219.19,60.19,0
3호기,낮,5,29.9,27.8,34.0,96.03,220.70,37.86,0
1호기,낮,0,,24.2,49.6,104.17,214.53,52.17,0
1호기,밤,15,35.2,24.7,52.4,80.28,185.08,54.87,0
2호기,낮,14,30.5,25.6,44.2,112.92,218.71,57.46,0
1호기,밤,10,38.8,22.7,63.4,92.16,215.29,47.17,0
1호기,낮,2,33.9,29.5,39.6,81.43,205.98,49.71,0
2호기,밤,3,35.9,21.2,54.7,107.98,196.07,56.67,0
1호기,밤,11,29.9,20.8,53.4,87.03,200.99,53.77,0
3호기,낮,14,24.9,29.9,45.6,85.74,213.92,56.98,0
2호기,밤,5,26.5,24.8,52.1,105.44,185.84,50.22,0
1호기,밤,5,30.9,21.3,39.8,91.96,213.53,47.42,0
2호기,밤,7,30.9,28.0,42.7,116.77,201.50,53.75,0
2호기,낮,7,29.7,24.2,39.2,81.31,174.97,40.70,0
3호기,밤,0,29.2,19.0,40.2,79.74,188.84,62.47,0
1호기,밤,14,25.0,22.0,43.9,89.51,166.39,54.07,0
3호기,낮,2,29.8,20.7,64.9,86.50,192.92,46.03,0
2호기,밤,13,25.8,24.0,34.2,94.51,224.33,57.54,0
1호기,낮,16,31.0,26.5,39.2,92.46,236.76,45.49,0
2호기,밤,13,31.9,24.5,54.7,107.14,207.52,44.77,0
2호기,낮,5,44.0,28.2,49.5,99.34,184.33,51.88,0
3호기,낮,13,33.8,25.3,58.3,95.37,211.16,50.43,0
2호기,낮,9,31.7,24.7,47.6,95.87,216.08,46.23,0
2호기,밤,9,31.8,22.8,38.4,102.86,192.29,59.29,0
3호기,낮,,25.8,24.6,45.9,90.34,213.50,51.13,0
3호기,밤,13,27.8,26.0,49.7,119.02,196.80,51.04,0
2호기,낮,13,31.3,28.8,63.6,93.55,183.08,47.21,0
3호기,밤,7,24.3,23.8,50.3,89.62,213.12,46.64,0
3호기,밤,13,22.6,23.3,63.6,104.31,228.91,43.21,0
2호기,낮,10,21.5,28.9,40.0,105.37,185.24,43.87,0
2호기,낮,14,30.7,22.7,47.3,93.08,189.81,51.59,0
3호기,낮,1,35.7,26.5,60.2,102.41,176.37,55.57,0
2호기,낮,12,35.6,26.0,45.8,93.00,231.03,53.35,0
3호기,밤,13,34.6,23.9,52.9,97.42,180.13,51.64,0
2호기,밤,12,34.1,34.9,31.7,89.42,152.34,40.73,0
2호기,밤,16,28.1,22.4,55.3,100.67,183.15,52.48,0
3호기,낮,15,32.6,24.6,54.4,113.86,188.02,54.85,0
2호기,밤,12,26.3,22.0,45.2,89.51,174.75,42.67,0
3호기,밤,9,,30.0,52.9,88.57,168.38,48.72,0
1호기,밤,5,23.6,30.6,37.5,108.27,195.76,51.28,0
2호기,낮,9,26.2,26.0,49.5,81.39,219.50,45.18,0
1호기,밤,14,29.6,23.9,44.4,103.13,190.14,43.68,0
3호기,밤,6,,25.0,50.8,98.59,189.13,57.83,0
2호기,밤,0,34.7,28.3,58.8,109.61,175.12,50.87,0
1호기,밤,6,26.4,25.8,47.3,97.88,196.13,56.22,0
3호기,낮,1,28.7,25.1,34.5,97.89,196.62,50.56,0
2호기,낮,6,36.5,26.4,53.4,106.68,193.80,50.62,0
1호기,밤,8,22.0,30.9,50.4,92.39,186.45,48.13,0
3호기,밤,7,23.2,23.5,52.5,85.95,166.00,49.54,0
3호기,밤,,23.3,24.0,21.1,91.76,184.92,46.82,0
2호기,낮,,31.6,22.4,46.4,92.59,215.43,56.63,0
3호기,밤,5,32.3,24.6,50.4,94.13,205.19,52.72,0
3호기,낮,4,27.4,23.7,50.1,91.26,201.45,50.56,0
1호기,낮,0,23.6,25.9,53.8,99.14,195.67,42.71,0
3호기,밤,13,24.3,26.4,25.8,97.13,196.08,46.84,0
3호기,낮,10,28.4,25.5,41.6,98.25,192.77,53.07,0
1호기,낮,10,33.7,25.9,54.1,102.95,190.00,46.64,0
3호기,밤,8,25.7,23.0,55.1,107.96,200.54,39.87,0
1호기,낮,16,30.8,25.6,51.2,97.85,182.26,49.75,0
1호기,밤,6,29.5,20.0,47.0,81.86,248.48,57.41,0
1호기,낮,16,34.5,24.0,59.9,103.35,217.33,51.38,0
3호기,밤,9,33.5,22.0,40.1,97.93,227.06,56.55,0
2호기,낮,8,30.3,24.3,65.7,98.42,215.64,43.03,0
1호기,밤,,25.9,20.1,45.1,96.56,189.31,53.16,0
2호기,밤,12,33.1,13.9,37.5,106.74,178.88,52.26,0
1호기,낮,1,35.8,26.7,53.9,95.37,228.66,41.19,0
1호기,밤,15,22.6,26.5,36.0,96.32,241.69,52.56,0
1호기,낮,13,31.1,28.1,63.3,88.86,198.86,48.61,0
2호기,밤,4,20.8,24.3,40.8,92.60,195.07,47.96,0
1호기,밤,2,27.1,25.9,56.5,96.34,196.61,48.94,0
2호기,밤,10,38.1,27.9,47.3,94.48,218.18,46.71,0
2호기,밤,8,26.9,26.9,47.5,99.95,162.05,34.42,0
2호기,낮,15,31.0,22.5,37.8,104.92,191.61,38.16,0
3호기,낮,0,23.7,26.2,34.3,106.17,162.84,48.56,0
2호기,밤,11,31.6,26.8,46.1,114.64,120.57,51.48,0
2호기,밤,10,38.4,24.9,67.5,92.13,200.28,50.96,0
2호기,낮,5,35.1,29.4,57.0,102.78,184.49,47.65,0
3호기,낮,12,34.5,23.5,31.4,90.54,199.29,51.90,0
2호기,낮,14,30.1,25.6,59.2,123.48,229.91,52.04,0
2호기,낮,7,38.5,20.2,54.1,93.65,191.48,51.72,0
3호기,낮,5,31.1,24.8,64.9,101.45,202.44,47.08,0
2호기,낮,16,26.6,29.5,56.3,100.31,171.09,44.57,0
1호기,낮,0,26.2,24.0,42.7,90.61,185.17,55.71,0
1호기,밤,16,33.8,27.6,61.6,94.12,207.23,53.13,0
1호기,밤,1,27.9,21.6,39.2,108.41,192.09,58.46,0
2호기,낮,0,28.7,23.7,64.3,112.51,190.96,53.04,0
1호기,밤,9,25.6,21.0,48.1,82.98,217.75,43.91,0
2호기,낮,9,32.3,23.2,43.9,87.67,204.83,40.12,0
2호기,낮,13,27.0,26.9,44.2,102.60,185.23,49.23,0
3호기,낮,15,22.6,24.4,60.2,99.56,203.18,41.47,0
2호기,밤,6,30.0,29.1,43.6,105.39,200.52,47.73,0
1호기,낮,14,31.1,28.3,52.0,94.29,168.16,52.73,0
1호기,낮,5,39.4,25.3,53.8,96.14,182.86,51.70,0
