months_joined,plan_term,pay_method,net_product,monthly_fee_won,total_paid_won,data_gb,cs_calls,addon_count,left_service
50,12개월,계좌이체,광랜,46770,2344483,185,4,0,0
33,무약정,계좌이체,기가,119280,미확인,211,6,3,1
70,,계좌이체,기가,117842,7899628,298,9,2,1
21,24개월,계좌이체,광랜,117523,1780250,433,3,1,1
8,24개월,계좌이체,없음,61167,538669,306,3,4,1
28,무약정,카드,광랜,59817,1610930,228,4,2,0
30,24개월,카드,없음,117338,2973984,153,2,4,1
61,무약정,지류고지서,광랜,83467,4867438,32,3,0,0
65,24개월,지류고지서,기가,68991,4071525,492,6,5,0
52,12개월,계좌이체,없음,102798,5264485,143,3,0,1
45,무약정,계좌이체,기가,140186,7088764,333,9,1,1
52,24개월,카드,기가,106131,5002539,271,2,4,0
46,24개월,카드,기가,152000,7513260,408,0,1,1
35,24개월,지류고지서,없음,69411,2797923,68,7,2,1
56,12개월,계좌이체,광랜,106637,5940221,83,6,3,0
23,24개월,지류고지서,없음,67834,1347831,54,10,4,1
58,무약정,,없음,152000,9653371,119,8,3,1
70,24개월,계좌이체,없음,71221,4867588,28,4,1,0
53,무약정,카드,광랜,49237,2423659,276,0,2,0
40,24개월,계좌이체,광랜,55109,2439766,17,7,2,1
15,12개월,계좌이체,광랜,129585,1832840,424,9,4,1
45,24개월,계좌이체,광랜,101946,5475318,370,2,2,0
51,무약정,지류고지서,광랜,84352,,289,3,2,1
42,무약정,카드,광랜,105528,4375452,147,3,0,1
26,12개월,계좌이체,기가,89682,2576082,134,5,1,0
37,24개월,계좌이체,없음,57174,2293792,384,4,4,0
65,무약정,계좌이체,광랜,80612,5486576,246,0,5,0
42,12개월,계좌이체,기가,19000,673342,275,1,4,0
66,24개월,카드,없음,81625,5523981,494,9,4,0
74,무약정,카드,기가,30987,2332571,429,3,,0
68,,계좌이체,없음,120525,7977648,253,0,3,0
74,12개월,카드,기가,65997,5895712,185,8,3,0
64,12개월,계좌이체,없음,93825,6515465,501,0,2,0
50,,계좌이체,기가,19000,835683,359,0,3,0
2,24개월,계좌이체,기가,59167,130889,389,9,3,1
40,24개월,,없음,98523,4860873,241,6,2,0
44,12개월,계좌이체,광랜,30350,1557765,249,0,0,1
51,12개월,계좌이체,광랜,115128,5559863,138,8,5,1
11,24개월,계좌이체,기가,86508,942381,443,5,2,0
1,무약정,계좌이체,없음,96368,85502,89,9,5,1
54,12개월,카드,광랜,19000,994942,238,4,3,0
13,12개월,계좌이체,광랜,152000,1802137,250,2,2,0
73,12개월,지류고지서,광랜,85720,5435083,317,9,1,0
5,무약정,지류고지서,기가,110178,520405,183,3,2,1
47,12개월,카드,기가,19000,870337,324,10,0,0
9,24개월,카드,기가,115974,1024299,353,5,2,1
2,24개월,카드,광랜,88491,187054,158,10,5,1
58,24개월,계좌이체,기가,95594,5413636,387,1,2,0
39,24개월,계좌이체,없음,101616,3991729,10,1,2,1
72,24개월,계좌이체,없음,59437,4019887,271,6,3,0
29,무약정,카드,광랜,29364,893071,176,7,1,1
4,무약정,지류고지서,기가,116887,471242,437,9,5,1
1,12개월,계좌이체,기가,77989,70055,384,5,4,1
,24개월,카드,기가,101417,4742101,,6,0,1
,24개월,지류고지서,기가,92219,5106113,278,2,3,1
27,12개월,지류고지서,없음,28797,804387,31,9,1,1
52,무약정,카드,없음,19000,904596,78,,4,0
51,무약정,카드,광랜,67123,3796371,294,6,3,1
40,24개월,카드,기가,123269,4227170,389,4,5,1
43,무약정,지류고지서,없음,107280,4230142,451,5,3,1
7,24개월,계좌이체,기가,67444,424286,62,6,,1
60,24개월,지류고지서,광랜,55114,3324764,300,1,4,0
54,무약정,지류고지서,광랜,32221,1731006,58,6,0,0
5,무약정,지류고지서,광랜,68345,332972,413,0,2,0
52,24개월,,없음,97291,4543184,23,4,1,0
71,무약정,계좌이체,광랜,94098,5772720,466,5,2,1
1,12개월,카드,광랜,36788,37797,68,7,5,1
59,무약정,카드,광랜,85866,5548186,337,5,0,1
3,24개월,지류고지서,없음,68319,184517,210,9,5,1
8,24개월,지류고지서,기가,33073,258728,416,5,2,1
37,12개월,계좌이체,광랜,106435,3980770,471,7,0,1
65,12개월,계좌이체,없음,97871,6421237,31,1,1,0
20,12개월,카드,기가,97570,1937197,126,8,5,1
35,무약정,계좌이체,광랜,103165,3902261,195,1,2,0
20,24개월,카드,광랜,,1580908,384,3,5,1
43,24개월,지류고지서,기가,68636,2923552,67,,1,0
19,12개월,지류고지서,광랜,45836,952388,106,1,3,0
64,12개월,카드,없음,70282,4404622,157,4,5,1
42,,지류고지서,없음,102140,3836949,464,4,4,0
22,24개월,카드,기가,81577,1728782,287,0,2,0
14,24개월,계좌이체,없음,123810,1744930,163,1,1,1
54,24개월,카드,기가,76462,3495493,449,7,4,1
66,12개월,계좌이체,광랜,108882,7609195,31,9,1,1
42,24개월,지류고지서,없음,90625,3983943,350,7,2,1
41,무약정,계좌이체,없음,104376,,116,7,4,1
71,무약정,카드,없음,69407,5629130,332,8,1,0
24,12개월,카드,없음,120778,3117078,270,0,5,0
61,12개월,계좌이체,기가,115317,7217157,258,3,3,0
41,12개월,카드,없음,83566,3635254,50,0,3,1
69,무약정,계좌이체,기가,85593,5603757,396,0,2,0
19,12개월,지류고지서,없음,96173,1914836,385,6,3,1
57,12개월,계좌이체,기가,76453,4033353,80,1,1,0
21,24개월,지류고지서,기가,95957,1811151,477,6,1,1
9,,지류고지서,기가,70463,,39,1,5,1
7,12개월,카드,기가,79059,570828,144,2,3,1
42,무약정,계좌이체,기가,89809,3468775,,6,4,0
13,,계좌이체,광랜,65689,845726,149,0,2,1
1,무약정,지류고지서,광랜,78055,65929,490,10,,1
25,12개월,지류고지서,없음,87755,2292207,457,0,0,1
62,24개월,카드,기가,121591,6996051,480,5,5,1
71,무약정,지류고지서,광랜,121966,8742708,377,1,4,0
10,24개월,계좌이체,광랜,57972,614889,306,0,5,0
33,12개월,계좌이체,기가,73717,2091523,134,8,,0
58,12개월,지류고지서,기가,70128,4346214,173,6,5,1
32,무약정,계좌이체,,118894,3864263,125,6,4,1
53,12개월,지류고지서,기가,65936,3412543,488,5,4,0
40,24개월,계좌이체,광랜,82381,3486087,469,6,4,0
59,무약정,지류고지서,기가,80060,4945083,373,3,,0
,무약정,지류고지서,기가,51661,2579416,93,2,0,0
62,24개월,계좌이체,없음,152000,7464638,217,7,2,0
56,12개월,지류고지서,기가,88079,4931798,25,0,0,0
38,무약정,계좌이체,없음,99956,3442929,183,1,0,1
16,12개월,지류고지서,기가,28387,447864,291,10,1,1
36,24개월,카드,기가,149219,4453130,18,4,2,1
37,24개월,계좌이체,광랜,152000,5437371,148,4,2,1
,무약정,계좌이체,광랜,56929,1037912,262,,4,1
15,12개월,계좌이체,광랜,35099,551164,372,9,1,0
23,24개월,카드,없음,,1807524,217,3,0,0
60,24개월,카드,없음,69017,4712401,353,6,4,0
48,무약정,카드,기가,109900,5319409,406,0,5,0
41,24개월,계좌이체,광랜,123738,5337008,22,2,4,0
68,무약정,지류고지서,기가,125731,8468680,236,4,3,0
66,12개월,계좌이체,기가,110489,5618247,160,4,5,1
24,12개월,카드,없음,70287,1972772,193,3,0,1
62,12개월,카드,광랜,88417,5358066,283,7,5,0
55,무약정,카드,기가,,3687088,501,2,3,0
73,24개월,지류고지서,없음,70978,5202683,262,7,3,0
35,12개월,지류고지서,기가,19000,634220,341,0,2,0
39,24개월,지류고지서,기가,72422,미확인,459,6,4,0
37,,지류고지서,기가,73890,2317297,501,10,4,0
12,24개월,카드,광랜,79966,859151,107,9,4,1
51,24개월,지류고지서,기가,107949,5425415,203,8,5,0
29,무약정,지류고지서,광랜,48977,1485468,,8,,1
35,24개월,지류고지서,,58455,1893538,101,,3,0
21,12개월,지류고지서,기가,25464,486263,158,4,2,1
60,12개월,계좌이체,기가,152000,9519470,452,5,2,0
33,24개월,카드,기가,34506,1130282,112,0,2,0
,24개월,카드,없음,124847,6682897,186,10,,0
55,24개월,카드,없음,105095,6233627,390,10,1,1
3,무약정,지류고지서,광랜,81675,213616,10,5,2,1
73,무약정,,없음,102155,6614805,168,4,2,0
2,무약정,계좌이체,광랜,52452,114744,375,4,4,0
60,24개월,카드,기가,,4577307,133,7,0,0
17,무약정,계좌이체,기가,87409,1414538,29,2,2,0
19,24개월,카드,광랜,138101,2663557,386,6,5,1
56,무약정,카드,없음,132427,6450697,274,2,5,1
5,12개월,지류고지서,기가,94160,496835,,0,1,1
32,24개월,카드,없음,71310,2082220,143,5,2,1
21,12개월,지류고지서,기가,43898,1047294,211,,5,1
27,12개월,계좌이체,광랜,95402,2666091,190,10,0,1
9,12개월,계좌이체,없음,19000,170762,63,6,4,1
62,24개월,지류고지서,기가,93979,6398304,421,0,0,0
55,12개월,지류고지서,기가,79997,5094686,410,5,3,1
,24개월,계좌이체,기가,60434,375253,246,7,3,0
53,12개월,지류고지서,기가,,3058378,66,9,1,0
56,12개월,계좌이체,없음,40434,2208807,429,3,3,0
6,,계좌이체,기가,42610,208074,397,3,3,1
24,무약정,카드,없음,89215,2395156,22,5,4,1
73,,지류고지서,기가,113183,5970563,296,5,4,0
,24개월,계좌이체,기가,98936,3738392,306,9,0,1
5,무약정,계좌이체,없음,98243,420616,396,3,4,1
,무약정,지류고지서,,101370,6053094,159,9,1,1
58,24개월,카드,기가,79981,3639103,483,,0,0
47,24개월,지류고지서,없음,63389,2902808,112,9,4,1
42,무약정,카드,광랜,75048,3545304,291,0,2,0
63,무약정,카드,광랜,143177,8909650,,9,3,1
67,12개월,카드,광랜,87366,5460659,421,1,3,1
36,12개월,카드,광랜,92229,3590276,37,4,2,1
67,무약정,계좌이체,기가,92504,6366293,169,0,1,0
64,24개월,지류고지서,없음,58726,-,331,0,1,0
24,24개월,지류고지서,기가,76610,,301,7,3,0
35,12개월,계좌이체,없음,59701,2149274,318,10,1,1
62,12개월,지류고지서,기가,139406,7752922,498,0,4,0
46,24개월,지류고지서,기가,136252,7168111,296,2,1,0
8,24개월,카드,광랜,152000,1219258,164,10,3,1
26,무약정,계좌이체,기가,93436,2267743,59,5,0,1
4,12개월,카드,없음,80702,,334,9,3,1
21,24개월,카드,없음,130033,2826467,8,3,3,1
50,24개월,카드,기가,45656,2152202,183,8,2,0
49,24개월,지류고지서,기가,95412,4913097,134,1,0,1
22,12개월,,광랜,86672,,236,1,3,0
33,24개월,지류고지서,광랜,70103,2299764,199,0,3,0
63,12개월,계좌이체,광랜,106054,6557218,170,9,5,0
41,24개월,계좌이체,기가,72751,3090849,500,9,0,1
20,24개월,카드,광랜,92692,1628694,393,5,4,1
3,무약정,지류고지서,없음,61528,196483,468,9,1,0
59,24개월,지류고지서,광랜,72121,4193690,420,2,3,1
45,12개월,계좌이체,광랜,84002,3803858,38,2,2,0
1,12개월,카드,광랜,135532,155902,108,4,2,1
61,12개월,계좌이체,광랜,62185,3784339,365,4,0,0
57,무약정,지류고지서,없음,39204,2086378,478,1,1,0
74,무약정,지류고지서,광랜,118123,8015087,241,4,2,1
72,12개월,계좌이체,없음,90241,6156653,310,7,5,0
74,12개월,계좌이체,기가,19000,1242781,152,3,3,0
22,24개월,계좌이체,광랜,117099,2256866,424,7,0,1
62,무약정,지류고지서,광랜,46955,3325396,407,8,4,0
31,12개월,,없음,106851,3652904,207,9,5,1
18,무약정,지류고지서,기가,133193,2457953,395,7,0,1
69,12개월,카드,기가,24637,1521127,449,6,5,0
52,무약정,카드,광랜,88875,3865298,494,3,5,0
4,24개월,계좌이체,광랜,37800,136960,95,7,2,0
51,무약정,계좌이체,없음,115065,미확인,,6,2,1
53,12개월,카드,기가,53840,2867536,331,0,1,0
71,무약정,지류고지서,기가,,9066943,338,6,3,1
29,24개월,카드,기가,22203,714390,93,9,4,0
59,무약정,카드,없음,88614,4838601,297,0,,0
66,무약정,계좌이체,없음,119321,6754474,235,3,1,1
1,무약정,지류고지서,없음,19000,20000,393,4,4,1
54,12개월,계좌이체,없음,107814,6217262,480,9,1,0
12,무약정,계좌이체,광랜,152000,1848846,377,6,2,1
63,24개월,카드,기가,137765,8160097,80,0,1,0
,무약정,지류고지서,광랜,150594,9907590,254,2,2,1
32,무약정,지류고지서,없음,19000,622081,227,0,0,1
61,12개월,지류고지서,광랜,57528,3325413,117,7,2,0
20,12개월,계좌이체,기가,51550,1011428,287,6,1,1
68,24개월,카드,광랜,77024,5816528,398,2,2,0
39,12개월,카드,광랜,23267,887232,31,0,5,0
37,24개월,카드,,91130,3166810,28,10,0,1
17,무약정,,기가,145295,2550161,70,5,1,1
41,무약정,지류고지서,없음,113637,4408508,34,1,3,1
67,24개월,지류고지서,기가,92407,6602722,448,,1,0
14,12개월,지류고지서,기가,109341,,52,,0,1
53,무약정,계좌이체,기가,152000,7932588,66,10,0,1
61,,계좌이체,없음,83292,5120942,117,3,0,0
53,12개월,계좌이체,없음,116784,6853893,383,8,2,0
,,카드,없음,96006,4221452,280,0,2,0
44,24개월,계좌이체,광랜,78295,3244604,33,10,4,0
49,12개월,계좌이체,광랜,74436,,272,,5,0
65,24개월,지류고지서,기가,54370,3478938,266,6,5,0
28,24개월,지류고지서,없음,19000,470623,378,0,4,0
55,24개월,계좌이체,광랜,82275,4892406,385,9,1,0
54,24개월,계좌이체,없음,109567,6262330,224,3,0,0
14,무약정,계좌이체,광랜,78079,1272875,312,1,0,1
30,무약정,카드,기가,128737,3854772,240,1,1,1
60,12개월,계좌이체,없음,55611,2982471,315,2,3,0
73,무약정,지류고지서,광랜,113830,8619413,291,6,4,1
56,12개월,계좌이체,광랜,104313,5695859,484,2,5,0
22,12개월,계좌이체,없음,139753,3311983,281,4,4,1
50,24개월,,광랜,95132,5146185,51,1,5,0
30,24개월,지류고지서,기가,87713,2482352,332,2,2,1
70,12개월,지류고지서,없음,99832,5524264,359,7,1,0
25,24개월,지류고지서,없음,113235,2366490,358,0,5,1
61,12개월,지류고지서,없음,149616,9955106,41,1,5,1
23,24개월,지류고지서,기가,95913,2127237,221,7,4,1
61,24개월,계좌이체,기가,83027,5047956,369,5,2,0
15,24개월,카드,없음,115816,2095661,286,4,1,1
55,무약정,계좌이체,없음,43409,2563524,350,8,2,0
36,12개월,카드,없음,82330,2756204,195,8,,1
28,24개월,지류고지서,기가,19586,541053,52,5,1,0
34,무약정,카드,기가,73614,2726330,176,6,4,1
40,12개월,지류고지서,기가,102181,4480464,369,6,,1
46,12개월,계좌이체,광랜,138591,7233689,448,1,5,0
50,,지류고지서,기가,136249,6697628,220,8,2,1
7,무약정,지류고지서,,19000,-,407,5,0,0
53,무약정,지류고지서,없음,105241,5554596,304,4,3,1
60,24개월,,없음,93510,5875306,417,10,5,0
27,12개월,계좌이체,광랜,61820,1611981,124,0,2,1
9,24개월,계좌이체,없음,42250,422288,264,0,1,0
72,무약정,카드,광랜,92033,6440438,345,3,0,0
24,,계좌이체,기가,19000,407454,34,2,5,0
7,무약정,계좌이체,광랜,34786,286148,388,1,2,0
74,24개월,카드,광랜,133476,7107462,151,6,2,0
15,무약정,지류고지서,기가,73706,1137881,25,1,0,1
58,24개월,카드,없음,96455,5676576,276,2,4,0
16,무약정,카드,기가,63480,1052949,261,5,0,1
61,무약정,계좌이체,,97403,6150302,253,2,4,0
5,무약정,계좌이체,광랜,101148,430183,101,3,4,1
13,무약정,카드,기가,76483,974766,79,1,3,1
54,24개월,카드,없음,69410,3790111,356,1,1,0
3,무약정,,기가,42852,130512,39,,5,1
37,24개월,카드,기가,62845,2480640,388,8,0,0
29,12개월,카드,없음,89888,2517904,62,1,3,1
70,,계좌이체,기가,81087,5893571,120,7,1,0
73,12개월,지류고지서,기가,134415,10362265,196,9,1,0
69,24개월,카드,없음,62689,3304578,76,7,0,1
64,무약정,계좌이체,기가,38071,2639571,239,10,3,0
6,12개월,지류고지서,광랜,122454,603496,481,0,1,1
49,12개월,계좌이체,없음,40275,2096117,287,2,3,0
24,24개월,계좌이체,없음,117178,2784064,333,1,,1
61,무약정,계좌이체,기가,98669,6757042,343,2,,0
23,24개월,계좌이체,기가,101181,2612650,134,5,2,0
49,무약정,계좌이체,기가,114849,4144205,204,0,0,1
32,24개월,계좌이체,없음,39151,1246087,299,3,4,1
11,무약정,계좌이체,없음,117029,1567424,35,2,2,1
31,무약정,계좌이체,광랜,68478,2050169,232,0,2,1
54,무약정,카드,광랜,115069,6470385,201,3,3,0
54,24개월,카드,기가,127180,6509419,438,0,3,0
,24개월,카드,기가,19000,935502,252,6,5,0
36,24개월,지류고지서,광랜,124014,4226230,83,7,1,1
63,24개월,카드,없음,98413,,339,5,0,1
64,24개월,계좌이체,없음,104241,6137511,134,3,1,0
14,24개월,카드,기가,90939,1223095,265,6,3,1
58,무약정,카드,기가,93073,5307098,465,6,1,0
52,무약정,계좌이체,없음,84352,4544912,124,6,2,1
56,무약정,지류고지서,없음,87400,4579673,370,2,3,0
68,24개월,카드,광랜,135049,9183113,415,7,3,0
36,24개월,지류고지서,기가,80430,,195,1,3,0
23,무약정,지류고지서,광랜,40347,1008742,156,1,2,1
19,12개월,카드,없음,145283,2230917,352,4,3,1
21,무약정,계좌이체,없음,,1941431,175,6,2,1
57,24개월,지류고지서,광랜,76486,3923643,497,1,3,0
35,12개월,카드,기가,115741,3222411,202,3,4,0
70,24개월,계좌이체,광랜,40660,2977007,496,6,0,0
53,무약정,카드,없음,28457,1793155,143,2,2,0
1,무약정,카드,없음,21478,미확인,465,7,3,1
42,무약정,카드,기가,133747,5244902,290,4,2,1
14,12개월,계좌이체,없음,95353,1168274,254,6,3,1
13,24개월,지류고지서,없음,78358,903512,300,1,,0
8,,계좌이체,없음,48925,389153,450,3,2,0
8,24개월,계좌이체,기가,39175,300421,247,4,4,0
73,12개월,카드,광랜,136132,9463646,53,1,4,0
58,12개월,지류고지서,기가,97041,6291128,340,1,3,0
64,24개월,계좌이체,광랜,65850,4130683,311,3,4,0
44,무약정,카드,없음,19000,866004,103,5,0,0
48,24개월,카드,없음,124065,6130388,298,2,4,0
17,12개월,계좌이체,없음,58378,974341,339,7,5,1
36,무약정,카드,기가,152000,5962908,457,6,,1
17,12개월,,광랜,85045,1397347,448,3,2,1
37,무약정,지류고지서,광랜,94975,3711602,221,4,1,0
52,무약정,지류고지서,기가,137018,7625036,36,0,0,1
46,24개월,카드,광랜,118947,5956248,21,2,2,1
67,무약정,카드,광랜,53072,3666944,297,2,0,0
18,24개월,계좌이체,없음,63742,1170044,273,1,4,1
21,24개월,계좌이체,기가,96423,2040844,260,7,3,0
67,무약정,지류고지서,광랜,19173,1311211,99,9,3,0
41,24개월,지류고지서,없음,121112,4623611,361,5,5,1
30,12개월,지류고지서,기가,94310,2751146,459,3,1,0
19,무약정,카드,기가,77934,1414335,233,3,4,0
25,12개월,카드,광랜,56486,1489680,423,6,,1
65,24개월,계좌이체,,102073,7306238,,2,2,0
50,24개월,지류고지서,없음,77650,3754778,479,0,1,0
65,24개월,계좌이체,없음,118735,8103389,396,3,1,0
69,12개월,지류고지서,기가,81668,6357416,380,2,0,1
37,12개월,카드,광랜,19000,미확인,,5,0,0
68,24개월,계좌이체,광랜,47092,3294584,53,10,2,1
65,무약정,카드,기가,149237,11727369,48,1,2,0
48,무약정,계좌이체,기가,101348,3731202,486,7,0,1
50,12개월,계좌이체,기가,53841,2835701,45,5,0,0
60,무약정,카드,기가,,-,118,,4,0
60,24개월,계좌이체,없음,66491,4167767,49,6,5,0
66,무약정,계좌이체,,57100,미확인,433,6,5,0
41,무약정,계좌이체,기가,91145,3701518,493,9,5,0
74,24개월,지류고지서,기가,84355,6197939,72,4,1,0
31,무약정,계좌이체,광랜,,3660560,264,8,5,0
6,24개월,지류고지서,기가,59420,336701,405,10,4,0
31,12개월,지류고지서,없음,65250,1838662,207,,1,0
54,12개월,계좌이체,없음,129841,6841767,244,7,4,1
68,무약정,지류고지서,광랜,35588,2063473,110,,4,1
,12개월,계좌이체,광랜,37008,849461,84,5,1,1
35,12개월,계좌이체,없음,106098,3335448,203,7,2,1
23,무약정,카드,광랜,68571,,431,5,1,1
11,12개월,계좌이체,광랜,86228,1103712,84,4,3,1
38,무약정,카드,광랜,41117,1500347,331,,0,1
14,무약정,지류고지서,기가,67947,,481,3,1,1
43,12개월,계좌이체,없음,75298,3171332,99,0,3,0
58,무약정,계좌이체,광랜,59916,3459688,52,3,4,1
74,24개월,지류고지서,없음,74983,5218668,47,9,2,0
59,무약정,계좌이체,없음,59720,,259,4,,0
8,무약정,카드,,73409,615468,490,1,1,0
32,무약정,계좌이체,광랜,23128,697302,384,8,4,0
29,24개월,계좌이체,없음,59556,1688349,493,2,4,0
49,12개월,지류고지서,없음,42187,2192542,161,7,0,0
12,무약정,지류고지서,없음,109930,1358004,375,2,4,1
57,24개월,계좌이체,기가,49982,2683696,406,5,3,0
20,무약정,,광랜,36807,767495,133,2,1,1
63,24개월,계좌이체,광랜,117541,6081333,297,5,3,1
51,24개월,,광랜,144681,6638735,294,0,5,0
12,24개월,지류고지서,없음,121098,,478,7,5,1
12,12개월,계좌이체,기가,126608,1237691,279,2,2,1
8,24개월,지류고지서,광랜,61403,524795,,0,0,1
,무약정,카드,기가,130217,1381134,419,0,1,1
55,무약정,지류고지서,광랜,74212,4003346,431,8,0,1
61,무약정,카드,기가,122908,7600722,471,9,5,0
41,24개월,계좌이체,기가,107612,4433022,25,8,2,1
69,무약정,카드,광랜,115702,-,210,8,0,1
41,무약정,지류고지서,광랜,64663,,427,1,5,1
65,12개월,카드,광랜,99862,6936613,446,9,0,0
16,24개월,카드,광랜,60629,891129,436,3,0,0
28,24개월,지류고지서,없음,58856,1560208,147,8,0,0
27,12개월,계좌이체,광랜,112614,2952661,102,9,0,1
70,12개월,지류고지서,기가,63404,4807851,422,8,2,0
29,24개월,카드,광랜,19000,448698,242,6,3,0
36,12개월,카드,광랜,123807,4810984,266,3,1,1
71,12개월,카드,없음,108370,8425276,470,8,3,0
2,24개월,카드,광랜,27345,61483,282,4,1,1
12,무약정,지류고지서,기가,86107,976995,181,10,5,1
33,무약정,카드,광랜,,2433395,149,0,0,1
38,24개월,카드,없음,138046,4847286,173,2,3,1
71,24개월,계좌이체,기가,89379,5586331,368,10,4,1
,24개월,계좌이체,,38787,1388857,164,4,0,0
52,24개월,카드,광랜,47491,1916780,144,5,4,0
45,12개월,지류고지서,기가,48731,1985227,459,4,1,0
30,12개월,카드,기가,110544,3466269,55,10,1,1
67,무약정,계좌이체,기가,81313,5904615,313,5,3,1
39,24개월,카드,기가,92943,3028781,105,4,0,0
64,12개월,카드,없음,79185,4386856,336,4,4,0
28,무약정,카드,기가,44863,1278951,24,5,0,1
4,24개월,계좌이체,광랜,19000,78547,191,10,3,1
62,무약정,지류고지서,기가,69263,3954918,363,10,5,0
35,무약정,계좌이체,없음,126028,4745600,86,4,1,1
64,12개월,카드,광랜,79727,5486475,,0,0,0
45,24개월,지류고지서,광랜,113392,5586391,323,4,,0
14,12개월,계좌이체,광랜,,741388,49,6,3,1
27,24개월,지류고지서,없음,50343,1451787,,5,5,0
34,24개월,카드,기가,76820,2564484,255,5,2,0
68,무약정,카드,기가,97565,6338131,351,0,0,1
50,무약정,카드,기가,68305,3116265,69,6,4,1
57,무약정,계좌이체,없음,66564,3596270,163,9,0,0
30,,카드,광랜,50807,1445479,143,2,3,0
50,24개월,지류고지서,광랜,107559,5283669,494,9,5,0
32,무약정,계좌이체,기가,91108,3256729,256,4,3,1
48,무약정,계좌이체,없음,93335,3923791,22,10,0,1
62,무약정,카드,광랜,44781,2746833,192,6,1,0
5,무약정,카드,없음,80249,394761,104,8,5,1
55,24개월,계좌이체,기가,98563,4505877,502,5,4,0
25,24개월,계좌이체,없음,152000,3858198,131,7,2,1
23,무약정,계좌이체,없음,108995,2999440,399,6,1,1
9,12개월,카드,없음,71592,633285,250,6,0,1
1,12개월,계좌이체,없음,103820,115069,167,3,1,1
20,12개월,계좌이체,광랜,67701,1390182,373,3,0,1
17,무약정,지류고지서,없음,90440,1775373,447,7,0,1
33,무약정,지류고지서,기가,100828,3195212,484,0,,0
42,12개월,계좌이체,없음,146411,6356131,195,4,4,1
32,24개월,지류고지서,없음,37595,1262908,486,7,3,0
37,무약정,계좌이체,기가,61525,2330092,156,8,5,1
56,무약정,지류고지서,없음,59606,2833626,166,9,2,1
12,무약정,카드,기가,69120,869205,36,0,0,1
31,24개월,지류고지서,없음,97071,2468261,220,6,4,1
41,24개월,계좌이체,없음,73722,2538937,259,4,5,1
18,24개월,지류고지서,없음,76498,1391456,215,2,3,0
5,24개월,,기가,131450,645162,379,2,3,1
44,24개월,계좌이체,기가,35287,1574141,17,9,4,0
32,24개월,카드,광랜,118663,3979282,21,10,5,1
7,24개월,카드,광랜,96985,702161,39,8,2,1
48,무약정,계좌이체,광랜,53521,2197412,216,2,1,0
63,24개월,지류고지서,광랜,70901,4555242,87,4,5,0
65,무약정,지류고지서,없음,24519,1524638,49,0,0,0
34,12개월,카드,없음,119978,4085543,456,7,1,1
15,24개월,지류고지서,없음,52411,932416,336,6,0,0
20,,계좌이체,기가,104174,2661888,485,4,5,1
73,12개월,계좌이체,없음,116452,6857167,355,9,4,1
8,24개월,지류고지서,없음,94677,765172,202,2,2,1
15,24개월,카드,광랜,87239,1125012,59,6,1,1
12,무약정,계좌이체,광랜,35276,345277,202,6,3,0
58,24개월,지류고지서,기가,86952,5258010,444,4,1,1
42,12개월,지류고지서,없음,38009,미확인,105,6,5,0
3,무약정,지류고지서,광랜,45913,144173,342,0,3,1
59,12개월,,광랜,147076,8952875,24,10,0,1
45,무약정,지류고지서,기가,90315,4181270,86,3,1,1
6,12개월,카드,광랜,29672,173548,282,8,2,1
66,12개월,계좌이체,광랜,45602,2892430,,4,2,0
38,12개월,계좌이체,기가,120251,4550689,13,6,2,1
72,12개월,계좌이체,광랜,89870,6558759,371,7,1,0
7,12개월,계좌이체,기가,122650,,403,3,3,0
60,12개월,계좌이체,기가,19000,1197725,450,1,5,0
,무약정,계좌이체,없음,56124,1814814,36,0,3,1
35,24개월,카드,기가,73661,2996606,129,9,1,0
54,무약정,지류고지서,광랜,19000,979992,369,2,1,0
51,24개월,카드,광랜,89907,4038672,19,6,3,1
53,24개월,계좌이체,광랜,77285,3747684,337,3,0,0
47,12개월,카드,없음,19000,879820,419,3,5,0
1,12개월,계좌이체,기가,114093,112158,245,2,3,1
55,무약정,지류고지서,없음,123256,6888425,217,5,4,1
23,무약정,계좌이체,없음,101083,2697680,164,0,1,1
60,무약정,카드,기가,37387,1806589,383,6,1,0
73,12개월,계좌이체,없음,152000,10971182,103,0,1,1
71,,카드,광랜,67459,5977645,339,6,4,0
32,24개월,카드,기가,,2326291,289,5,,1
6,무약정,계좌이체,광랜,53727,348397,493,0,4,1
63,12개월,지류고지서,기가,90087,5195209,62,4,5,0
40,12개월,계좌이체,광랜,116258,4806827,465,1,1,0
45,무약정,카드,기가,81019,3044119,345,3,3,1
46,12개월,지류고지서,기가,94631,3431632,111,9,5,1
61,12개월,계좌이체,기가,121420,7282287,406,4,4,1
1,무약정,계좌이체,광랜,86536,97391,212,8,5,1
59,무약정,지류고지서,광랜,130937,7838849,367,7,3,1
55,24개월,지류고지서,기가,64683,,152,3,2,0
37,24개월,계좌이체,없음,121783,3859224,109,10,5,0
52,24개월,계좌이체,기가,65581,3591153,465,2,3,0
71,24개월,카드,없음,55410,3694649,360,10,1,0
,무약정,지류고지서,광랜,114684,1869801,359,7,3,1
43,24개월,지류고지서,기가,113777,4462249,134,4,1,1
64,12개월,카드,광랜,35302,2497012,237,2,3,0
61,12개월,카드,기가,50966,3139397,355,0,2,1
4,무약정,지류고지서,없음,65393,238522,271,5,3,1
62,12개월,지류고지서,없음,111516,6509232,470,10,,0
19,12개월,카드,광랜,65376,1366467,277,,0,1
