job_type,year_income_manwon,credit_point,loan_reason,loan_manwon,debt_ratio,job_years,house_type,past_overdue,approved
계약직,8700,831,생활,9963,237.5,24,월세,없음,1
정규직,6060,428,주택,7929,259.1,11,월세,없음,1
자영업,19348,441,사업,10130,337.5,1,자가,없음,0
계약직,9742,804,사업,8505,267.8,2,전세,없음,1
자영업,12253,619,생활,9188,358.8,5,전세,없음,1
정규직,5852,312,사업,3776,349.0,17,자가,없음,1
자영업,14016,300,사업,6856,234.5,20,전세,없음,1
계약직,,906,그외,2416,198.3,17,전세,없음,1
자영업,4481,629,그외,8872,317.1,16,자가,있음,0
정규직,9310,706,사업,179,205.0,10,전세,없음,1
정규직,11910,300,생활,3736,464.4,0,전세,없음,0
정규직,15607,918,그외,3121,113.8,5,월세,없음,1
정규직,15181,689,생활,9624,520.0,10,자가,없음,1
계약직,5568,692,사업,5601,345.5,15,전세,없음,0
정규직,18056,537,생활,5208,152.0,3,자가,없음,1
정규직,8631,693,주택,1378,458.6,26,자가,있음,1
자영업,8593,613,주택,9212,91.6,2,전세,없음,1
정규직,4589,748,그외,9457,302.8,14,자가,없음,1
계약직,9513,300,사업,3963,150.2,21,월세,없음,1
정규직,5607,543,생활,2286,179.9,23,월세,있음,1
정규직,18327,782,생활,7094,520.0,4,전세,없음,1
정규직,14235,523,사업,9800,223.2,10,자가,없음,1
정규직,19466,880,주택,2700,347.7,1,자가,없음,1
정규직,12316,715,그외,9793,347.4,7,월세,없음,1
정규직,20152,588,그외,9800,146.6,2,월세,있음,1
정규직,15220,691,사업,7637,306.1,16,월세,있음,1
계약직,5618,438,그외,9353,257.7,0,자가,없음,1
정규직,18218,451,생활,8418,,4,자가,없음,1
자영업,11255,875,생활,5544,497.8,15,월세,있음,1
계약직,14380,814,그외,1364,319.0,20,전세,없음,1
계약직,7666,893,주택,3146,272.2,30,자가,있음,1
정규직,19852,379,사업,5125,348.9,,월세,없음,1
정규직,15763,584,생활,8556,520.0,13,월세,없음,1
정규직,11868,325,사업,1317,122.2,,전세,없음,0
자영업,18889,847,생활,6770,254.4,18,전세,없음,1
정규직,7571,730,사업,2008,19.9,2,자가,없음,1
정규직,4038,534,생활,2885,467.9,1,자가,없음,0
정규직,3748,971,그외,2902,242.8,20,자가,없음,1
정규직,8985,,주택,,236.0,4,자가,없음,1
미취업,20115,550,그외,3565,1.0,0,월세,있음,1
,5481,793,생활,4215,62.5,3,전세,없음,1
정규직,4167,470,그외,6113,520.0,9,월세,없음,0
계약직,4039,414,생활,4860,427.9,26,월세,없음,0
정규직,3231,470,생활,5959,520.0,20,전세,없음,1
미취업,11798,709,사업,1895,,10,자가,없음,1
자영업,12188,813,,6719,228.1,21,전세,없음,1
자영업,17861,421,그외,9585,228.3,21,자가,있음,1
자영업,12194,469,사업,9722,8.8,23,월세,없음,1
자영업,8066,948,그외,5843,14.5,31,전세,없음,1
정규직,15929,705,그외,6139,423.3,5,전세,없음,1
계약직,17154,356,주택,5692,452.8,5,전세,없음,1
,8930,754,그외,3462,150.1,18,전세,없음,1
정규직,16428,438,그외,4569,22.6,,전세,없음,1
자영업,19986,622,생활,8953,242.6,15,월세,없음,1
계약직,14283,855,사업,1858,273.7,5,전세,있음,1
미취업,4634,755,생활,7674,520.0,,전세,없음,1
정규직,8527,300,생활,2789,187.6,15,전세,없음,1
자영업,20337,594,주택,2897,246.7,21,,없음,1
,15205,491,주택,4844,343.8,30,자가,없음,1
자영업,20114,646,,1140,347.3,22,월세,없음,1
정규직,16478,1000,그외,9783,356.2,16,전세,없음,1
미취업,5584,767,주택,1958,421.3,20,전세,없음,0
미취업,2335,,,7843,,9,자가,없음,1
자영업,3859,354,그외,1677,16.8,16,자가,없음,1
자영업,16930,1000,생활,9182,381.9,14,전세,있음,1
정규직,6905,435,주택,4482,291.9,28,전세,없음,1
정규직,11291,521,그외,4257,295.8,27,자가,없음,1
정규직,11040,658,그외,7958,446.1,7,전세,없음,1
정규직,8652,777,그외,1897,363.5,12,자가,없음,1
정규직,5756,866,사업,1674,83.9,4,전세,없음,1
자영업,12078,961,사업,2066,395.8,27,자가,없음,1
자영업,14265,602,그외,5696,376.3,16,자가,있음,1
정규직,12514,390,주택,3780,264.0,19,,없음,1
정규직,19687,696,그외,9018,494.3,5,월세,없음,1
정규직,8762,708,사업,3911,151.2,12,월세,없음,1
정규직,8986,717,생활,10025,319.4,22,월세,없음,1
정규직,9116,693,주택,5487,520.0,26,자가,없음,1
정규직,8742,413,생활,2001,410.1,5,전세,,1
정규직,5361,684,사업,3108,216.5,17,자가,없음,1
정규직,19882,940,그외,7436,359.2,2,자가,없음,1
정규직,2492,600,그외,2826,312.0,13,월세,있음,1
정규직,6542,548,생활,,1.0,28,월세,없음,1
정규직,11610,733,사업,6987,223.1,20,자가,있음,1
자영업,4114,300,생활,3191,351.9,4,월세,없음,1
정규직,5425,585,사업,8652,248.9,0,,없음,1
계약직,10334,605,주택,240,367.0,18,자가,없음,1
자영업,4797,590,주택,7035,137.9,5,자가,없음,1
계약직,10265,1000,생활,8799,1.0,9,월세,없음,1
자영업,3216,,그외,4201,424.5,2,월세,없음,0
정규직,19595,481,,6876,214.3,30,자가,없음,1
계약직,17028,538,주택,5492,187.8,1,월세,없음,1
계약직,2880,380,사업,1693,186.7,8,월세,있음,1
정규직,17251,480,주택,2816,122.7,14,전세,없음,1
정규직,17946,608,사업,1980,329.4,1,자가,없음,1
정규직,8430,972,생활,677,159.3,9,자가,없음,1
자영업,8009,499,그외,437,438.9,,자가,없음,1
자영업,7833,545,그외,1518,257.0,4,자가,없음,0
자영업,13775,1000,그외,3662,223.3,8,전세,없음,1
정규직,19223,694,그외,405,98.5,18,자가,없음,1
계약직,14206,473,생활,391,346.5,12,자가,없음,1
미취업,2790,958,사업,703,341.5,31,자가,없음,1
계약직,12792,591,생활,5640,213.6,10,월세,없음,1
자영업,20387,401,,8588,318.5,20,월세,있음,1
미취업,6714,645,그외,9553,436.9,17,월세,없음,0
자영업,11499,701,주택,6037,273.9,16,전세,없음,0
자영업,4588,968,그외,3206,63.0,22,월세,없음,1
,,710,사업,3377,461.6,27,자가,있음,0
정규직,19796,789,그외,9022,322.4,11,자가,없음,1
계약직,20186,820,생활,1899,297.7,30,자가,없음,1
정규직,13373,300,그외,7241,347.2,10,전세,없음,1
계약직,15468,963,주택,3764,305.7,14,전세,없음,1
정규직,6324,611,생활,587,90.1,1,자가,없음,1
미취업,8899,810,그외,1236,312.2,,전세,없음,1
정규직,18477,820,사업,3426,131.4,17,자가,없음,1
정규직,4396,472,주택,5944,290.9,7,월세,없음,1
,14108,,사업,9596,227.9,27,자가,없음,1
정규직,19583,1000,생활,6059,192.6,21,자가,없음,1
계약직,,775,주택,1085,213.3,16,자가,없음,1
미취업,15604,689,그외,646,520.0,0,월세,없음,1
정규직,3864,,주택,9426,429.4,17,자가,없음,1
계약직,19861,640,생활,5378,331.3,11,자가,없음,1
자영업,,980,사업,4338,430.1,18,전세,있음,1
정규직,7164,509,사업,5707,261.6,27,월세,,1
정규직,11594,875,사업,7266,520.0,25,월세,없음,1
자영업,11393,516,생활,4741,254.8,23,자가,있음,1
자영업,13619,547,,2076,194.0,10,자가,없음,1
계약직,4296,636,생활,8909,520.0,28,자가,있음,1
계약직,7093,633,생활,8797,339.2,28,전세,없음,1
정규직,11129,520,그외,8830,97.8,11,전세,없음,1
정규직,13274,957,주택,1784,520.0,5,월세,,1
계약직,13811,610,그외,7573,321.4,22,자가,없음,1
정규직,10931,577,그외,7981,93.7,9,자가,없음,1
자영업,11908,754,사업,8851,116.5,16,월세,없음,1
정규직,15127,849,주택,9227,340.0,29,전세,,1
정규직,17891,535,그외,7269,127.2,14,전세,없음,1
계약직,3810,944,생활,1485,94.1,15,전세,없음,1
정규직,13969,1000,생활,8154,33.3,17,자가,없음,1
정규직,2963,665,생활,5809,1.0,22,자가,없음,1
정규직,18766,692,생활,3401,481.4,12,,있음,1
정규직,18855,731,주택,3633,208.6,21,자가,없음,1
정규직,2115,846,그외,1396,237.0,25,전세,,1
계약직,7087,300,생활,5183,206.7,24,전세,없음,0
계약직,4718,600,그외,2851,248.4,28,자가,없음,1
,11671,437,생활,3424,155.1,11,월세,없음,1
자영업,6489,748,그외,5085,281.5,30,월세,없음,1
정규직,14074,792,사업,5346,179.7,1,자가,없음,1
정규직,17465,605,그외,4553,1.0,,전세,없음,1
자영업,8603,701,주택,2601,483.2,15,자가,없음,1
정규직,13313,572,그외,3460,117.5,30,자가,없음,1
계약직,5391,663,생활,,123.4,10,전세,없음,1
미취업,6685,815,사업,4135,73.5,30,자가,있음,1
정규직,7115,529,사업,3123,419.0,2,자가,없음,1
정규직,15679,654,생활,2334,204.6,28,전세,없음,1
자영업,19602,655,그외,1386,242.7,5,월세,없음,1
정규직,6833,654,생활,3015,442.6,29,자가,없음,1
자영업,7553,839,사업,5906,220.8,16,전세,없음,1
정규직,17174,709,사업,7186,1.0,,월세,없음,1
자영업,13221,300,생활,3147,1.0,5,전세,없음,1
계약직,1928,640,,7355,265.4,8,전세,있음,1
정규직,7730,507,주택,8036,478.4,9,월세,없음,1
계약직,6556,684,그외,7483,120.8,19,월세,있음,1
,3713,654,주택,3691,269.5,27,월세,없음,1
계약직,10313,466,생활,2123,520.0,15,전세,없음,0
미취업,10701,526,생활,1630,314.8,11,전세,없음,1
미취업,10752,409,그외,3975,296.2,13,월세,없음,1
정규직,16927,541,그외,5043,1.0,9,월세,없음,1
자영업,19695,894,그외,9432,415.5,0,월세,없음,1
자영업,14659,683,사업,1009,383.0,18,월세,있음,1
자영업,10212,524,주택,4547,302.9,25,월세,있음,0
정규직,2367,764,주택,8495,520.0,9,월세,없음,1
,2757,601,그외,7391,84.5,31,자가,있음,0
정규직,12997,584,그외,4176,66.9,18,월세,없음,1
정규직,16888,808,그외,6037,359.8,15,월세,없음,1
계약직,5266,361,그외,4802,520.0,29,자가,없음,0
정규직,9671,657,주택,8534,107.7,3,자가,없음,1
정규직,4653,731,그외,7092,426.1,15,월세,있음,1
정규직,17001,1000,주택,4044,14.1,28,전세,,1
미취업,10123,928,그외,4738,266.0,2,월세,,1
정규직,2780,,사업,4067,409.9,22,자가,,1
자영업,18613,826,,3583,377.2,31,월세,없음,1
정규직,8272,1000,생활,9312,199.2,21,전세,없음,1
정규직,10019,603,주택,2022,,17,전세,없음,1
자영업,8577,652,주택,6001,,6,월세,없음,1
계약직,5383,732,생활,3433,346.5,30,월세,있음,1
미취업,2004,300,그외,5744,127.9,18,전세,없음,1
정규직,12447,1000,주택,656,394.1,24,전세,있음,1
자영업,2597,424,그외,8602,223.8,8,월세,없음,0
자영업,2040,476,주택,3178,282.2,16,월세,없음,1
자영업,10999,582,생활,245,41.3,14,전세,없음,1
자영업,12343,689,주택,10188,265.6,27,전세,없음,1
자영업,17557,827,사업,4337,143.8,14,자가,있음,1
계약직,10019,526,주택,9947,256.1,12,자가,없음,1
정규직,3701,944,사업,,287.9,13,자가,없음,1
자영업,7993,953,그외,8234,216.8,1,자가,없음,1
정규직,7765,558,사업,3679,367.1,21,자가,없음,1
미취업,2168,620,생활,3570,191.1,14,전세,없음,1
정규직,20248,568,사업,1962,,30,전세,없음,0
계약직,15362,935,생활,1537,56.4,13,자가,없음,1
정규직,18648,371,생활,5631,414.4,22,전세,없음,1
정규직,13674,483,사업,7814,147.4,16,월세,있음,1
계약직,13470,747,그외,3220,182.1,13,월세,있음,1
정규직,2080,738,생활,2291,286.3,21,월세,없음,1
미취업,14906,476,생활,8617,88.5,5,전세,없음,1
정규직,6428,300,그외,8195,259.0,3,자가,없음,0
계약직,13730,872,사업,9931,520.0,23,월세,있음,1
계약직,13614,692,사업,657,154.0,7,월세,있음,1
계약직,4872,584,생활,4676,182.2,21,월세,없음,1
자영업,4365,624,생활,5349,304.3,3,자가,없음,1
자영업,6562,816,그외,2547,237.7,2,자가,없음,1
계약직,6380,738,그외,446,388.7,5,자가,없음,1
정규직,20025,831,생활,771,43.2,21,전세,있음,1
자영업,18134,370,생활,5055,308.9,31,자가,없음,1
자영업,3020,711,주택,5149,126.9,11,월세,있음,1
정규직,5888,521,생활,6542,26.4,10,전세,없음,1
계약직,9978,391,생활,8213,191.1,30,자가,없음,1
자영업,4556,331,주택,6286,301.1,2,전세,없음,1
정규직,17361,555,주택,,190.4,10,월세,없음,1
정규직,14222,553,그외,8502,477.5,25,자가,없음,1
미취업,4140,1000,그외,1785,285.4,8,전세,없음,1
미취업,10941,525,사업,10169,242.3,19,월세,있음,1
정규직,3307,634,생활,8582,107.6,22,전세,없음,1
자영업,19651,550,주택,176,374.0,29,전세,없음,1
자영업,8547,478,생활,2194,435.5,21,월세,있음,1
정규직,14235,536,사업,2081,287.9,18,전세,없음,1
정규직,19729,345,사업,7455,151.3,1,전세,있음,1
자영업,3997,300,그외,2513,211.3,25,전세,없음,0
계약직,16700,895,생활,2735,308.2,7,월세,없음,1
자영업,19102,818,사업,4886,362.0,12,자가,없음,1
정규직,10847,619,주택,,212.3,19,전세,없음,1
계약직,19011,700,그외,3877,125.2,5,자가,있음,1
정규직,20107,453,생활,1801,265.2,2,전세,없음,1
미취업,18550,1000,생활,1921,378.7,2,월세,있음,1
정규직,6671,486,그외,8331,389.5,0,전세,없음,1
자영업,7574,846,그외,458,385.7,31,월세,없음,1
자영업,11593,890,생활,5097,,11,전세,없음,1
자영업,5122,402,사업,8946,162.0,2,전세,없음,1
정규직,7902,708,생활,1078,1.0,24,전세,없음,1
정규직,12508,1000,사업,6732,325.0,,월세,있음,1
미취업,11199,582,사업,5187,292.2,19,자가,없음,1
계약직,,547,생활,4257,114.2,7,전세,없음,1
정규직,10709,824,생활,1105,503.0,30,전세,없음,1
정규직,11651,444,생활,6914,328.9,20,전세,없음,1
자영업,17486,973,생활,6477,223.0,26,자가,없음,1
미취업,20179,,생활,2309,462.2,16,전세,있음,1
미취업,18158,560,그외,4466,239.3,22,자가,없음,1
미취업,3387,878,생활,2563,281.1,12,전세,없음,1
