line_code,material_grade,chamber_temp,chamber_pressure,chamber_humidity,vibration_level,cycle_time_sec,power_kw,worker_years,good_rate_percent
L2,M3,110.18,49.51,43.7,1.2558,,182.56,5,93.75
L2,M3,105.72,51.99,37.4,0.7840,114.3,210.51,7,94.31
L1,M3,98.26,50.84,70.1,1.0297,123.3,197.50,11,93.82
L1,M3,99.65,48.61,64.3,0.9370,129.9,186.33,5,92.94
L2,M3,94.76,53.74,59.4,0.8968,116.5,161.44,8,93.22
L2,M2,103.93,48.38,31.4,1.0739,129.3,196.29,7,93.99
L1,M2,105.59,50.81,41.8,0.7354,130.1,206.10,8,92.70
L1,M1,100.19,50.91,28.0,1.0498,126.9,210.44,10,94.76
L2,M1,,51.13,49.7,0.7052,114.7,191.56,4,93.58
L1,M2,99.79,50.13,42.2,1.0021,,193.70,8,93.85
L1,M1,97.09,46.26,28.0,0.6755,113.3,191.88,4,95.38
L1,M1,100.93,47.73,63.5,0.9877,125.3,197.42,11,94.76
L1,M1,95.51,49.63,43.6,0.6673,126.0,214.99,11,95.91
L2,M2,94.99,49.59,55.2,1.3545,107.5,209.89,6,94.97
L2,M2,98.80,,45.6,1.3431,125.3,210.26,8,95.11
L2,M2,103.16,55.38,68.6,0.9374,108.8,242.48,7,95.78
L1,M3,97.36,52.10,49.7,0.7966,105.8,228.50,1,92.64
L2,M1,104.35,49.36,47.5,0.9773,101.3,190.69,2,92.73
L2,M1,100.10,52.89,38.2,0.9389,,194.66,10,96.50
L2,M3,,51.51,37.1,0.8436,116.2,197.62,1,94.87
L1,M2,104.12,45.52,36.7,0.8100,116.4,207.63,2,92.76
L2,M2,98.88,47.69,44.4,1.1289,129.0,193.78,5,94.46
L1,M2,101.44,50.99,53.9,1.1997,129.2,234.89,11,94.05
L2,M1,95.27,48.88,52.8,0.9363,117.5,195.71,11,95.93
L2,M1,97.63,50.77,72.0,1.3489,105.2,224.82,11,95.32
L2,M2,100.10,51.58,50.9,1.2622,136.5,190.71,9,95.33
L2,M2,101.27,51.59,51.7,1.0844,121.4,202.68,5,93.85
L2,M1,95.91,47.39,66.5,1.1176,117.3,189.26,10,96.33
L2,M2,106.78,51.78,46.0,0.7138,115.7,192.26,1,96.98
L1,M1,101.33,53.15,48.5,1.1765,118.2,218.10,6,96.84
L1,M2,93.76,50.78,65.2,0.8864,104.6,201.25,1,93.62
L2,M2,106.14,50.90,59.1,0.6709,134.1,161.70,3,94.21
L1,M3,100.03,50.86,49.2,1.1118,109.2,187.51,7,93.86
L1,M1,104.84,51.53,48.8,1.4048,123.8,198.38,2,93.36
L1,M2,97.28,49.28,33.8,0.8663,,168.98,5,94.50
L2,M1,99.90,53.05,46.2,1.3059,124.5,177.21,5,93.38
L2,M2,109.88,46.32,48.0,1.2941,100.9,179.91,3,94.88
L1,M2,103.68,50.75,,0.9213,128.9,231.49,3,94.29
L2,M1,98.78,51.85,28.0,1.3010,123.3,189.79,7,95.08
L2,M3,106.70,49.82,52.4,0.9954,125.0,164.19,4,92.24
L2,M1,103.19,49.27,,0.8627,106.9,180.75,5,95.47
L1,M1,96.82,50.54,67.1,1.1981,118.0,262.46,3,93.61
L2,M3,97.46,51.75,72.0,1.3781,116.4,232.82,6,95.55
L1,M3,100.24,48.84,51.8,1.0283,,184.77,10,92.69
L2,M3,100.49,48.67,61.1,0.9549,111.5,197.93,4,94.02
L2,M3,98.88,51.89,67.5,0.8743,136.5,171.87,10,94.40
L2,M2,95.24,49.80,,1.1929,120.0,186.34,3,93.96
L2,M2,98.00,50.23,32.7,1.2148,115.7,170.36,3,95.02
L1,M3,102.02,50.47,34.0,1.1744,127.1,167.01,11,93.24
L1,M3,101.14,52.40,41.3,1.0289,138.2,242.16,2,92.00
L1,M3,94.80,50.26,45.7,0.8315,114.7,191.95,9,93.87
L1,M2,97.28,51.02,34.7,1.0236,92.4,187.00,3,93.68
L2,M3,98.82,49.39,55.3,0.4336,133.8,164.54,4,94.18
L1,M3,97.99,51.78,48.9,1.0395,118.3,185.47,1,93.20
L1,M2,90.43,49.50,28.0,0.8559,116.3,226.30,10,94.57
L1,M3,105.06,51.35,47.6,1.0078,117.0,190.96,9,94.09
L2,M2,110.20,50.07,,0.8270,119.1,237.84,9,95.02
L2,M3,96.74,50.62,41.9,0.8883,115.0,226.59,1,95.92
L1,M3,88.91,54.78,55.7,0.9590,122.8,249.98,5,93.40
L2,M1,,53.58,59.2,1.0285,125.8,213.07,5,93.94
L1,M1,105.96,48.98,56.0,0.8679,119.2,245.59,5,94.66
L1,M3,98.95,48.58,52.1,0.8955,118.7,222.02,9,93.39
L2,M3,92.53,47.89,55.7,0.8846,120.5,222.77,7,93.52
L2,M3,106.40,51.72,53.4,1.2730,105.7,202.11,2,95.50
L2,M2,103.67,47.76,42.7,1.1265,124.9,212.72,10,95.04
L1,M2,101.10,47.84,49.7,0.8522,119.3,232.07,7,93.38
L2,M1,105.51,48.62,38.9,1.1927,131.7,235.78,4,94.35
L2,M2,94.88,46.65,49.3,0.9250,113.8,170.80,1,93.44
L1,M1,100.62,48.28,41.7,0.5833,117.0,162.46,1,92.67
L1,M1,104.68,50.13,61.1,0.9893,107.9,203.54,2,92.85
L1,M3,97.34,47.83,45.2,1.3103,116.2,173.25,10,94.13
L2,M1,,,52.4,0.8198,118.8,189.83,2,95.05
L2,M3,93.89,51.08,29.2,0.9429,121.8,158.90,5,93.15
L2,M2,103.84,50.32,55.6,0.9984,117.1,201.78,9,96.45
L1,M3,104.82,47.60,63.6,1.1188,115.9,202.87,8,94.19
L2,M1,101.02,47.42,59.0,1.0772,109.6,206.69,3,92.54
L1,M2,99.63,53.59,42.2,1.0678,119.0,193.08,4,94.35
L2,M1,107.11,55.41,60.4,1.1740,112.2,213.96,8,95.71
L1,M1,100.53,50.80,52.1,1.1363,117.5,162.74,5,92.52
L1,M1,100.01,51.24,46.1,1.4359,117.2,166.36,3,92.31
L1,M3,108.69,53.72,61.5,1.0306,116.3,233.68,7,94.05
L1,M3,96.97,49.49,55.1,0.8503,128.7,200.09,8,93.89
L1,M2,96.76,49.65,56.3,1.3408,120.8,170.80,3,92.22
L2,M1,109.11,47.55,52.4,1.1560,131.1,199.77,4,91.59
L2,M2,103.68,49.60,51.1,0.8525,119.2,195.49,4,94.78
L2,M2,106.84,46.91,51.6,1.2714,130.4,250.76,7,93.52
L2,M1,97.78,48.96,54.2,0.9838,118.0,229.08,10,95.03
L2,M3,91.31,46.89,48.4,0.9459,126.3,184.24,9,92.80
L2,M2,107.33,51.61,50.1,1.1457,113.9,197.49,4,94.73
L1,M3,101.70,,62.3,1.1783,107.9,202.75,1,93.69
L1,M3,99.09,46.75,39.1,1.5725,111.7,190.25,6,93.26
L1,M3,94.41,45.96,,0.9650,105.1,213.03,9,95.91
L1,M1,100.97,50.46,30.8,1.2526,103.2,250.22,1,93.84
L2,M3,92.66,48.47,49.6,1.1085,120.7,195.20,11,95.53
L1,M2,109.52,50.02,,0.9646,123.6,177.14,2,92.10
L1,M1,94.22,49.76,47.8,0.9069,105.2,174.42,1,92.76
L1,M2,101.03,50.69,,1.2527,104.8,204.41,7,94.54
L2,M1,91.53,47.57,52.5,1.1639,117.0,172.62,11,96.44
L2,M2,97.71,50.99,48.5,1.0657,106.6,213.64,8,94.47
L1,M2,100.39,56.53,48.9,1.5964,102.1,177.72,11,95.18
L2,M2,108.25,47.45,30.4,1.1280,109.0,205.81,7,93.97
L1,M1,103.52,50.81,39.0,1.0184,134.7,181.49,4,94.44
L2,M1,95.28,48.69,58.7,1.0233,117.3,151.23,9,96.70
L2,M2,102.58,48.92,42.2,1.4261,127.7,205.30,2,93.02
L1,M1,96.64,50.16,68.3,1.1499,86.7,208.08,9,94.38
L2,M2,100.47,50.26,47.6,0.8441,119.1,218.93,10,93.94
L2,M1,103.60,48.41,64.1,1.3610,105.8,224.02,8,94.46
L2,M3,100.55,51.09,28.8,1.0406,,190.37,9,94.41
L2,M3,106.71,52.73,40.8,1.1754,140.6,147.92,5,93.85
L2,M1,87.57,53.28,63.1,1.1369,118.1,169.34,6,94.68
L2,M1,99.13,50.25,49.3,0.8443,111.6,191.64,7,94.19
L1,M1,88.50,49.59,43.7,1.0235,147.1,200.44,7,94.35
L1,M3,101.43,45.10,64.2,0.8144,117.5,185.53,3,93.69
L2,M2,99.22,53.05,53.0,0.7875,102.6,209.59,2,94.24
L1,M2,92.31,49.24,52.3,0.9742,114.1,193.23,11,95.31
L1,M2,92.24,50.98,59.9,1.3062,129.3,203.52,9,94.31
L1,M3,101.25,47.08,38.8,0.8821,123.3,199.92,1,91.59
L1,M3,96.31,50.14,40.0,1.0340,127.3,168.02,9,94.40
L1,M2,106.25,46.36,50.8,0.6667,127.0,199.78,7,95.36
L2,M2,96.03,53.86,59.2,1.0283,137.5,171.23,4,93.77
L1,M1,95.73,51.22,53.6,1.1866,115.6,225.12,1,91.95
L2,M1,104.17,51.66,50.1,0.9970,114.2,212.31,7,94.46
L1,M3,107.37,54.39,46.0,0.9854,111.5,200.65,7,92.92
L2,M1,95.98,52.93,39.6,0.7492,124.6,209.74,5,95.05
L2,M3,102.64,51.35,35.7,0.8724,,219.25,10,94.88
L1,M1,98.42,51.89,50.0,1.4664,115.7,205.56,4,93.21
L2,M1,103.59,49.00,57.6,0.7435,120.9,203.81,8,93.91
L1,M3,95.27,49.30,54.0,0.7944,117.6,201.16,5,93.81
L1,M1,95.60,49.29,37.3,0.8712,115.2,219.23,8,94.58
L2,M3,95.77,50.92,50.2,1.0875,108.8,194.64,8,94.48
L2,M3,101.68,52.07,34.7,1.1676,121.4,205.93,7,94.61
L1,M1,92.12,50.30,52.9,1.1084,116.1,172.34,6,95.71
L1,M2,101.06,53.52,40.0,1.1540,124.1,245.87,8,93.34
L1,M3,90.80,50.09,31.5,0.9315,113.4,198.96,9,94.20
L1,M3,96.31,48.75,33.8,1.3182,106.1,204.24,9,95.09
L1,M2,112.76,50.13,28.0,0.8656,123.8,208.29,1,93.60
L2,M2,100.72,,37.5,0.8603,129.2,184.05,7,94.53
L1,M2,96.49,47.38,42.6,0.9175,120.2,202.08,6,92.37
L2,M3,96.23,47.93,64.0,1.1435,114.1,159.48,10,94.23
L2,M1,95.73,47.47,45.4,1.3246,114.6,180.84,3,94.59
L1,M2,102.55,50.71,46.4,1.2466,121.1,193.33,11,94.24
L2,M2,102.30,54.87,35.3,0.8191,132.9,176.20,3,94.54
L1,M3,97.94,51.31,31.1,0.6331,127.6,188.81,4,95.03
L1,M2,103.96,49.56,37.7,1.0100,125.5,199.92,9,93.76
L1,M3,103.37,44.32,49.2,1.1800,125.3,224.31,4,93.95
L2,M2,101.09,49.98,46.2,1.1967,126.6,238.16,3,92.76
L2,M2,100.84,52.56,67.7,1.0249,115.5,200.60,3,96.17
L2,M1,104.94,52.58,51.0,0.7059,123.7,172.29,1,93.72
L2,M3,89.42,46.13,65.7,0.9481,131.4,182.56,4,94.68
L2,M2,100.54,52.53,63.0,1.0428,105.2,182.44,7,93.04
L2,M1,102.30,46.76,44.5,1.0094,114.7,208.73,8,94.70
L2,M3,96.56,48.91,36.0,1.0011,119.3,206.18,8,92.93
L1,M2,101.75,50.16,63.1,0.7206,120.9,217.69,4,94.58
L2,M1,102.44,49.68,46.1,1.1613,113.4,195.20,3,93.87
L1,M1,99.47,51.30,56.0,0.9989,118.7,187.75,9,94.75
L2,M2,98.72,51.40,47.8,0.7551,128.1,225.60,7,94.55
L2,M3,105.96,49.13,55.3,0.7213,130.5,209.99,5,95.92
L2,M2,100.74,47.02,39.7,1.3353,121.4,161.37,2,91.93
L2,M2,107.63,51.28,72.0,0.9121,116.2,196.77,9,96.66
L2,M1,107.31,48.89,50.1,1.1016,129.3,181.36,8,94.62
L1,M1,102.49,49.76,41.0,0.7429,131.5,174.94,5,93.91
L1,M1,,46.65,63.9,0.9871,122.6,244.88,8,95.89
L1,M1,91.29,47.41,56.1,0.7734,139.0,222.55,2,94.25
L2,M2,97.80,51.11,50.9,0.7751,109.7,166.76,9,95.96
L1,M2,98.62,,38.1,1.1263,126.1,189.08,7,92.84
L2,M3,102.56,50.51,59.2,0.9649,125.4,173.05,9,94.02
L2,M2,95.69,,72.0,0.9099,109.0,222.90,1,94.50
L2,M3,100.24,50.05,47.5,0.9608,117.3,170.90,11,95.25
L2,M1,100.88,51.74,50.0,0.9404,121.2,192.65,3,93.79
L2,M1,,49.55,36.7,1.1772,122.9,211.73,10,97.03
L1,M3,91.15,48.33,45.2,0.9496,,235.54,3,92.81
L1,M2,95.33,51.48,56.2,0.8994,108.6,176.89,9,94.16
L1,M1,90.59,47.62,68.8,0.5168,134.6,213.47,9,93.94
L1,M3,102.93,49.09,62.3,0.9695,125.3,242.09,8,93.33
L2,M1,98.09,49.94,50.0,1.5048,119.0,177.46,5,93.86
L1,M1,93.99,46.69,58.9,0.8040,139.6,221.57,5,93.85
L1,M2,95.62,51.96,58.4,1.2705,134.2,171.12,8,96.00
L1,M3,105.04,51.24,41.2,1.2925,132.1,187.41,1,93.22
L1,M3,94.43,47.35,48.3,0.7927,114.0,191.57,5,94.40
L2,M1,100.95,48.47,55.6,0.7427,,202.68,3,94.57
L1,M1,99.09,48.99,48.0,0.7411,100.5,188.92,4,93.10
L1,M1,97.27,47.52,43.8,1.1667,129.1,212.39,11,94.95
L1,M1,99.28,52.93,,0.8418,126.4,184.35,8,91.47
L1,M1,103.54,53.22,51.5,1.3353,134.0,179.40,7,94.63
L1,M3,105.20,49.52,57.9,0.9964,117.2,170.18,8,93.79
L1,M2,100.68,47.00,50.7,1.1315,125.1,202.88,5,94.68
L1,M3,98.75,50.92,43.2,0.9009,118.9,197.59,11,95.06
L2,M3,102.67,49.74,44.4,1.2137,119.6,192.21,6,93.11
L1,M2,101.81,50.12,32.5,1.0439,106.5,189.13,8,95.53
L2,M1,100.19,51.49,71.5,1.3690,120.6,176.08,2,95.36
L2,M3,91.01,48.17,68.6,0.9181,127.8,205.52,10,93.87
L1,M2,100.62,45.34,52.8,0.7962,123.4,172.51,4,93.96
L2,M2,97.12,49.19,28.0,0.8976,116.3,187.58,6,92.41
L1,M1,104.15,51.00,56.6,0.9950,125.8,205.82,11,94.29
L2,M2,,48.26,39.8,0.7369,111.0,202.17,8,95.25
L1,M2,103.46,50.68,61.0,1.0755,106.2,209.83,3,93.69
L2,M2,98.94,53.60,53.2,0.9228,108.0,189.65,11,94.39
L1,M1,97.57,52.81,36.5,0.6060,140.8,203.67,11,95.13
L2,M1,99.46,,48.5,1.0776,128.4,221.63,4,94.01
L1,M1,103.72,47.29,51.9,0.8923,134.3,176.58,3,94.61
L2,M2,102.01,46.61,29.2,1.1707,129.6,210.04,9,94.12
L1,M1,103.92,47.65,69.8,0.9465,123.9,200.01,10,95.01
L2,M1,108.38,53.31,51.3,1.0286,126.7,210.69,9,94.08
L2,M1,105.76,47.70,50.6,1.2044,123.0,183.08,8,94.00
L2,M3,112.14,45.32,63.2,1.0697,123.4,202.38,7,94.99
L2,M2,95.21,55.22,40.3,1.0349,123.9,214.42,4,93.22
L2,M3,100.96,48.74,45.8,0.7343,118.1,205.57,3,93.26
L2,M3,102.77,54.37,48.6,0.9377,119.9,221.90,9,94.70
L2,M1,92.96,47.61,62.0,1.2941,115.3,183.84,11,93.81
L2,M2,105.11,53.26,72.0,0.8666,114.3,196.12,11,93.65
L1,M2,101.72,48.77,56.2,0.9101,121.9,192.70,8,92.89
L2,M3,101.15,47.33,34.5,0.8935,137.3,217.62,3,94.67
L2,M2,110.57,49.03,,1.3641,123.0,219.75,9,94.66
L1,M2,93.00,49.27,59.5,0.7789,124.6,211.53,3,94.87
L1,M1,93.22,51.18,45.0,0.8087,112.3,218.94,2,95.17
L1,M1,91.80,47.77,34.9,1.0848,129.2,188.26,4,94.32
L2,M1,101.62,49.49,61.1,1.0222,114.5,197.45,3,93.78
L2,M3,98.04,50.91,50.1,1.1486,110.9,169.33,1,94.13
L2,M1,93.16,51.53,44.6,1.0844,134.4,228.34,1,92.80
L2,M3,96.53,52.68,51.9,0.8227,118.8,192.07,2,93.60
L1,M2,105.06,48.66,62.3,0.7549,136.7,203.16,9,94.24
L2,M2,102.06,48.59,68.8,1.2359,115.4,193.58,1,93.37
L1,M1,96.53,50.23,33.3,1.2978,130.8,195.04,3,94.92
L1,M1,100.89,50.60,59.9,1.2275,141.9,243.22,10,95.52
L2,M1,94.69,50.78,63.8,0.9034,113.5,187.60,10,94.34
L2,M3,103.78,48.39,64.4,0.5551,146.2,202.87,11,94.00
L1,M2,105.64,51.98,64.8,1.2123,121.4,200.93,4,94.81
L2,M3,103.85,47.89,60.0,1.3822,116.0,203.69,11,94.21
L2,M3,111.45,50.17,33.6,0.7873,125.4,214.69,7,93.30
L1,M3,95.95,55.82,42.3,0.7975,120.9,199.31,2,94.38
L2,M3,103.65,51.60,29.2,1.0282,131.8,190.40,6,94.98
L1,M2,103.31,52.06,56.6,1.3161,142.0,213.56,4,93.61
L1,M2,99.24,49.04,44.8,0.8884,117.3,197.17,6,94.80
L1,M2,101.44,48.52,46.9,1.0994,124.1,183.79,4,93.10
L2,M2,108.01,54.07,32.0,1.0164,129.1,189.36,10,95.61
L1,M2,93.46,48.98,46.0,1.0530,122.8,210.82,11,95.49
L2,M1,104.96,53.14,45.1,1.1676,121.6,212.67,3,95.93
L2,M3,101.39,51.07,56.6,0.6505,118.5,194.29,1,94.03
L1,M2,103.90,47.95,32.2,1.0767,110.8,204.06,10,93.78
L1,M1,112.61,52.85,61.5,1.0202,113.1,167.77,11,94.53
L2,M1,104.13,53.01,36.5,0.9478,137.4,223.96,10,94.90
L2,M1,104.10,46.13,58.3,0.9958,109.5,173.45,8,97.02
L2,M1,105.62,52.81,,1.0742,110.3,170.61,1,95.15
L1,M1,103.30,47.34,58.6,0.5269,119.2,150.89,1,93.93
L1,M3,100.79,52.32,36.6,1.1344,110.8,195.58,11,96.23
L2,M2,109.23,,44.8,1.0153,125.4,181.25,3,95.49
L1,M3,100.82,49.95,52.8,1.1990,118.5,207.49,10,93.27
L2,M2,96.38,46.86,67.3,1.4083,96.1,187.53,11,94.14
L1,M3,105.09,47.17,45.7,1.0117,135.4,159.55,9,93.46
L2,M1,102.05,49.93,28.0,1.1881,125.6,187.01,9,95.79
L2,M3,95.32,51.63,47.5,0.7983,114.5,170.22,4,94.18
L2,M2,,51.26,47.8,1.0932,112.1,215.47,9,93.39
L1,M3,97.36,52.17,47.3,0.8811,129.8,224.15,3,91.53
L1,M3,112.20,,55.5,1.1740,116.6,240.52,4,93.20
L1,M2,104.85,49.73,46.5,1.1864,125.6,164.59,1,95.22
L2,M3,97.55,49.07,42.8,1.1494,123.1,188.11,11,93.57
L1,M3,105.30,49.36,52.1,1.2769,,220.17,10,94.86
L1,M2,102.89,48.93,54.6,1.1615,116.5,206.68,8,94.39
L1,M3,99.33,46.59,61.4,0.8501,117.3,211.12,6,92.99
L1,M1,90.44,48.71,42.5,1.2736,107.7,213.45,7,93.87
L1,M1,102.51,51.80,52.1,1.0800,134.5,207.55,10,93.81
L2,M1,96.32,46.23,42.2,0.8701,129.0,238.97,7,94.89
L2,M2,110.19,50.68,54.0,1.1184,134.5,179.11,11,96.60
L1,M2,101.87,51.85,52.0,0.7404,121.0,215.03,1,92.46
L1,M1,96.29,53.15,60.9,0.9954,144.5,241.16,11,93.64
L1,M3,99.35,51.49,32.6,1.1776,127.0,220.07,1,94.21
L1,M2,96.62,50.56,,1.1578,104.4,195.61,7,94.23
L1,M2,98.22,55.63,54.6,0.8768,121.2,192.35,10,94.46
L2,M2,109.02,56.26,39.0,1.0268,,211.56,2,94.73
L1,M3,103.01,51.61,42.6,1.0272,,179.19,1,92.87
L1,M3,107.55,51.14,58.5,1.0815,113.6,214.54,1,92.52
L1,M2,107.01,50.44,57.0,0.7127,135.5,204.15,10,93.60
L1,M3,96.33,48.26,67.8,0.8658,127.7,224.20,6,93.85
L2,M2,99.53,50.83,28.0,0.9085,120.4,192.17,11,95.78
L2,M1,103.32,51.19,28.0,1.3490,133.9,194.28,4,94.18
L2,M1,90.86,52.53,47.5,0.9308,134.1,230.29,8,96.28
L2,M1,98.97,52.03,69.9,1.0726,120.0,210.63,1,95.52
L1,M1,106.32,47.03,43.8,0.7747,100.6,185.65,10,95.41
L2,M2,94.93,54.79,66.1,0.8227,121.0,195.98,3,94.10
L1,M3,111.59,47.97,48.9,0.8241,127.0,173.44,9,93.76
L2,M3,102.14,46.18,50.6,0.8505,123.4,205.01,1,95.41
L1,M2,100.93,48.91,34.3,1.0772,112.4,207.26,10,94.31
L1,M1,98.83,51.67,56.3,1.0270,127.8,192.22,2,93.43
L1,M3,96.59,50.45,60.3,0.8543,114.1,230.06,7,94.50
L1,M2,102.79,51.83,43.7,0.5238,110.2,188.76,8,92.99
L2,M3,99.36,48.04,53.5,0.8852,129.1,216.06,7,93.65
L2,M2,96.86,49.91,55.4,0.7882,125.5,221.59,9,92.63
L2,M3,93.90,51.12,69.4,0.9255,108.2,252.63,9,93.40
L2,M2,104.75,49.28,36.7,0.9806,132.0,205.26,2,96.19
L2,M3,96.13,50.16,47.3,0.9656,105.8,205.79,10,94.75
L1,M3,97.61,53.29,47.0,1.2469,128.2,205.33,7,94.33
L2,M1,98.81,48.22,47.0,1.0223,109.3,191.73,7,94.67
L1,M2,97.12,50.97,33.9,1.0784,131.6,194.73,5,94.95
L1,M2,101.02,53.50,53.1,0.9059,135.5,136.87,4,94.35
L1,M3,103.78,48.95,67.0,1.2515,129.4,206.34,10,94.08
L2,M1,102.47,49.15,51.9,0.8986,110.2,244.50,4,96.28
L1,M3,104.82,48.69,,0.9701,114.9,236.63,9,93.76
L1,M3,94.22,49.00,28.0,0.9792,,214.19,10,94.79
L1,M2,97.22,51.05,48.0,0.8959,124.7,179.00,7,92.79
L1,M2,100.14,48.86,59.6,0.5122,140.9,194.00,7,94.03
L2,M2,98.02,49.24,46.7,1.1359,115.6,165.65,7,94.54
L1,M2,104.90,46.25,41.8,0.9133,,232.02,5,92.28
L2,M2,101.05,48.13,49.2,0.9453,127.4,184.82,2,93.67
L1,M3,104.24,49.18,36.3,0.7301,116.1,159.55,7,93.78
L1,M2,103.72,48.63,59.9,0.8431,122.2,200.77,4,94.71
L2,M1,104.46,49.90,54.5,1.3442,124.2,234.28,8,94.25
L1,M3,98.13,49.72,53.1,1.0887,112.7,229.11,7,94.23
L1,M2,100.82,50.18,48.9,0.7038,118.4,208.72,11,94.63
L2,M3,102.02,48.39,50.3,1.2612,121.8,179.73,9,92.06
L2,M3,107.60,47.73,46.7,0.6652,130.3,225.74,6,96.69
L1,M3,92.86,47.93,48.4,0.8829,,184.01,4,93.15
L2,M3,90.14,47.71,72.0,0.7620,124.5,190.54,8,95.54
L1,M2,104.02,52.85,51.4,0.9972,119.4,178.59,6,95.58
L1,M1,98.33,50.80,58.3,0.7013,127.1,191.02,9,95.77
L1,M2,94.41,50.17,63.0,0.8557,131.3,192.48,10,95.00
L2,M3,103.99,44.50,62.8,1.2242,111.8,193.06,1,95.12
L1,M2,104.16,52.16,40.9,0.9548,103.9,181.28,10,93.34
L2,M2,88.91,49.11,49.0,1.0426,123.8,183.98,4,95.69
L1,M1,86.32,47.74,54.3,0.6896,124.3,167.04,6,94.46
L2,M3,97.09,50.72,42.2,0.7508,142.0,207.52,1,96.50
L2,M3,101.37,47.25,48.2,1.1797,126.7,188.18,11,93.60
L2,M3,93.93,53.07,56.3,0.9741,,208.01,3,93.25
L1,M2,89.07,52.21,48.6,0.8126,132.7,193.87,6,94.72
L2,M1,97.84,50.42,55.3,1.2803,130.9,202.41,1,93.47
L2,M3,96.32,51.59,72.0,0.8652,125.3,147.13,8,95.02
L1,M3,93.63,49.54,49.5,1.1214,120.8,213.96,2,93.83
L1,M2,107.01,48.47,28.8,0.9539,131.3,158.08,11,93.55
L1,M1,102.19,50.38,43.2,0.9415,142.5,202.81,1,93.58
L2,M1,98.12,49.53,43.9,0.8800,121.6,170.32,4,94.76
L1,M2,96.81,49.20,61.4,0.9795,120.2,220.91,3,94.26
L1,M3,101.73,49.84,,1.0563,138.1,206.09,11,92.95
L2,M2,97.56,53.35,55.0,0.8582,133.2,194.11,8,95.06
L1,M2,106.36,51.12,43.3,0.9742,130.3,169.07,2,93.37
L1,M2,91.38,46.32,36.2,1.0062,135.4,203.68,5,93.72
L2,M2,93.09,51.27,54.5,0.9507,131.5,199.35,4,95.83
L2,M3,94.09,51.31,28.0,0.8249,122.6,204.34,11,94.65
L1,M1,88.67,53.98,53.5,1.1096,118.7,200.41,4,95.11
L2,M1,104.68,48.97,56.8,0.9038,,179.58,4,95.03
L2,M1,96.47,50.14,48.0,0.9707,118.7,217.46,4,93.33
L1,M2,93.83,52.69,44.6,1.1063,129.9,200.43,4,93.39
L2,M3,100.41,51.66,58.5,1.0951,126.0,200.50,2,94.86
L1,M3,104.50,50.93,29.4,1.5973,123.7,217.28,5,95.27
L2,M3,104.56,47.46,42.5,1.0973,116.6,185.92,11,94.65
L1,M1,103.39,50.41,48.7,1.2304,142.1,185.24,2,92.70
L1,M2,97.29,50.92,61.2,1.0189,117.8,212.30,9,93.92
L2,M2,93.70,52.04,32.1,1.0124,130.4,176.52,9,95.00
L1,M2,94.18,49.74,35.9,1.0974,123.9,183.82,2,93.47
L2,M2,108.27,52.04,36.6,1.0351,135.5,194.39,11,94.50
L2,M2,101.68,50.80,54.8,0.8228,111.1,187.24,1,93.15
L2,M1,94.65,50.12,48.2,1.0072,130.2,209.34,7,95.77
L2,M2,98.86,50.37,60.5,0.8345,124.3,239.22,5,93.63
L1,M1,98.44,51.97,28.0,0.9515,130.5,182.94,7,96.76
L1,M3,102.74,49.08,69.8,1.1729,132.5,169.98,10,95.22
L2,M1,94.87,48.11,40.4,0.8124,,211.10,1,94.30
L1,M3,102.93,49.04,50.3,1.2590,124.1,217.61,10,95.39
L2,M2,94.77,53.91,59.8,1.0547,135.5,156.24,5,94.78
L1,M1,107.69,48.74,52.4,0.8804,117.2,155.62,6,94.16
L2,M1,102.35,49.24,49.4,1.4931,109.7,213.81,5,93.69
L2,M2,93.34,47.72,43.9,0.8980,114.7,198.98,2,95.85
L1,M2,103.13,49.76,62.8,0.7603,112.2,193.78,5,93.59
L1,M1,,48.26,63.1,1.3618,117.2,205.85,5,94.95
L1,M3,101.70,50.49,48.1,0.8459,102.5,216.82,6,94.46
L1,M2,95.83,,50.4,0.9338,131.0,215.46,11,94.03
L2,M3,95.18,46.25,55.9,0.9722,120.0,198.91,7,95.56
L2,M3,99.38,52.16,49.6,0.8963,,187.75,9,95.09
L1,M1,105.91,47.91,35.1,1.0450,112.5,186.26,8,94.09
L2,M1,96.41,50.11,28.0,1.3502,113.1,232.57,1,93.35
L2,M1,104.92,48.13,47.4,0.3878,128.4,212.58,11,96.58
L1,M1,101.00,47.23,,1.4269,130.2,208.99,7,95.06
L1,M1,103.72,49.32,57.2,0.6968,119.8,206.83,5,92.78
L1,M3,91.56,51.67,51.7,0.9536,107.7,160.84,5,92.93
L2,M3,105.61,47.66,41.2,0.8587,107.9,204.32,7,94.54
L2,M2,,47.57,34.3,0.7620,137.8,164.14,10,93.96
L1,M1,96.22,50.93,70.9,1.2429,115.8,202.44,6,93.18
L2,M2,99.41,51.79,38.1,0.9936,125.9,216.34,9,95.19
L1,M1,100.41,44.92,68.4,1.1245,127.1,194.91,7,96.33
L1,M2,97.23,46.14,28.0,1.1579,110.4,189.41,10,93.85
L1,M1,105.20,46.86,58.7,1.2005,121.9,206.80,8,92.92
L2,M1,99.88,50.06,35.7,1.2283,137.0,189.94,3,94.90
L2,M2,103.61,46.09,43.1,1.0102,121.3,197.62,8,95.32
